"Показател","Мерна единица","Дата","Дружба","Павлово","Младост","Надежда","Орлов мост","Хиподрума","Копитото"
"NO2","ug/m3","09.07.2011","12.95593357086182","28.07169532775879","","21.24586868286133","59.478759765625","32.50363540649414","0.3223490715026855"
"NO2","ug/m3","10.07.2011","11.90558910369873","21.25640106201172","","20.54010391235352","54.58633422851562","","0.2390660345554352"
"NO2","ug/m3","11.07.2011","13.74587631225586","","","28.82579040527344","65.36972045898438","","0.244931772351265"
"NO2","ug/m3","12.07.2011","14.4720344543457","","","14.11965465545654","40.20962524414062","24.42425727844238","0.06314793974161148"
"NO2","ug/m3","13.07.2011","16.99045562744141","","","19.31868743896484","53.84799957275391","27.03327560424805","0.475322961807251"
"NO2","ug/m3","14.07.2011","12.37059020996094","17.65556526184082","","27.78566551208496","56.35318374633789","","0.4122433662414551"
"NO2","ug/m3","15.07.2011","13.50833320617676","23.68103790283203","","25.00334548950195","53.34601211547852","","0.4665189981460571"
"NO2","ug/m3","16.07.2011","14.8703441619873","17.16443061828613","","19.83611106872559","54.00322723388672","",""
"NO2","ug/m3","17.07.2011","10.88031578063965","15.08848476409912","","17.37944412231445","40.42056274414062","",""
"NO2","ug/m3","18.07.2011","15.87040042877197","19.36856269836426","","19.72791481018066","43.80141448974609","",""
"NO2","ug/m3","19.07.2011","14.00533103942871","23.42891120910645","","","54.67202377319336","","0.4038726985454559"
"NO2","ug/m3","20.07.2011","14.82283973693848","13.36820983886719","","","44.09115982055664","",""
"NO2","ug/m3","21.07.2011","12.6952657699585","5.207962512969971","","","22.49491119384766","16.56792449951172",""
"NO2","ug/m3","22.07.2011","15.43739986419678","21.50331687927246","","","38.7378044128418","26.52544975280762","0.2611719369888306"
"NO2","ug/m3","23.07.2011","13.55759334564209","25.19438552856445","","","43.90600967407227","25.40398406982422","0.3965442478656769"
"NO2","ug/m3","24.07.2011","11.64423942565918","20.99145317077637","","","38.57377243041992","17.29300880432129","0.3352617919445038"
"NO2","ug/m3","25.07.2011","16.78206253051758","27.1079044342041","","20.73498153686523","47.39710235595703","28.72214698791504",""
"NO2","ug/m3","26.07.2011","11.41730213165283","25.29738426208496","","10.15016460418701","33.28030776977539","21.80513191223145",""
"NO2","ug/m3","27.07.2011","11.42663669586182","16.6042366027832","","6.812520503997803","27.02811050415039","19.08675575256348","0.3760610818862915"
"NO2","ug/m3","28.07.2011","11.09256076812744","27.39870071411133","","13.89577293395996","57.01889419555664","28.79809761047363","0.4257480502128601"
"NO2","ug/m3","29.07.2011","15.91892623901367","","","16.49612998962402","48.91228866577148","28.49110794067383","0.4715110659599304"
"NO2","ug/m3","30.07.2011","10.75809097290039","10.12325000762939","","7.1630539894104","23.32144927978516","13.8151388168335","0.2853829562664032"
"NO2","ug/m3","31.07.2011","11.23195552825928","15.08234596252441","","5.558010101318359","30.04257011413574","19.48661613464355","0.2643332779407501"
"NO2","ug/m3","01.08.2011","14.32733917236328","10.77997303009033","","8.471773147583008","23.70365524291992","13.70490264892578","0.2770858407020569"
"NO2","ug/m3","02.08.2011","10.24711322784424","7.387047290802002","","3.881609678268433","12.32822608947754","9.605046272277832","0.2659680247306824"
"NO2","ug/m3","03.08.2011","12.32894229888916","15.7946720123291","","9.946755409240723","28.36896514892578","22.55502510070801","0.2716014087200165"
"NO2","ug/m3","04.08.2011","13.40793704986572","25.51799774169922","","13.32388877868652","42.62904739379883","28.52268028259277","0.3127141892910004"
"NO2","ug/m3","05.08.2011","9.145519256591797","22.11438941955566","","11.04949378967285","41.37060928344727","20.93450355529785","0.3820367157459259"
"NO2","ug/m3","06.08.2011","7.632834434509277","18.39076995849609","","9.48516845703125","39.69668579101562","17.13913536071777","0.3118425011634827"
"NO2","ug/m3","07.08.2011","6.965576171875","22.73653984069824","","8.015266418457031","39.42710113525391","16.81258964538574","0.3464924693107605"
"NO2","ug/m3","08.08.2011","10.82282543182373","31.74012184143066","","14.46440029144287","50.08984375","28.9061107635498","0.4377596378326416"
"NO2","ug/m3","09.08.2011","16.35257720947266","16.18807601928711","","11.59354114532471","36.47696304321289","18.70749664306641","0.6515803337097168"
"NO2","ug/m3","10.08.2011","14.77635765075684","12.65966129302979","","10.88409900665283","24.15094184875488","","0.298378974199295"
"NO2","ug/m3","11.08.2011","13.60915660858154","9.98747444152832","","4.612291812896729","20.92581367492676","","0.3169267475605011"
"NO2","ug/m3","12.08.2011","16.70477676391602","21.43639183044434","","10.10166358947754","41.80564117431641","","0.4428904056549072"
"NO2","ug/m3","13.08.2011","14.35007858276367","29.81099891662598","","10.87068843841553","44.39804077148438","31.4340991973877","0.48528191447258"
"NO2","ug/m3","14.08.2011","12.01207733154297","20.36151504516602","","8.561675071716309","","25.66221237182617","0.3433364033699036"
"NO2","ug/m3","15.08.2011","19.46498107910156","28.20645141601562","","11.99841117858887","48.93446350097656","33.00391387939453","0.4512779414653778"
"NO2","ug/m3","16.08.2011","19.21885871887207","36.35309600830078","","13.19890880584717","55.79426193237305","33.58997344970703","0.462401270866394"
"NO2","ug/m3","17.08.2011","18.26019096374512","20.783447265625","","10.89124870300293","39.95769500732422","26.12209129333496","0.325170636177063"
"NO2","ug/m3","18.08.2011","15.51303863525391","32.98252487182617","","12.22930908203125","57.07345199584961","35.88487243652344","0.5574322938919067"
