"Показател","Мерна единица","Дата","средноденонощна норма","Дружба","Павлово","Надежда","Орлов мост","Младост","Хиподрума","Копитото"
"PM10","ug/m3","01.01.2011","50","533.8842163085938","550.99951171875","563.1102905273438","553.935791015625","","603.5923461914062","5.109692573547363"
"PM10","ug/m3","02.01.2011","50","439.7903442382812","497.5596313476562","572.875732421875","564.6412963867188","","579.0767211914062","14.50528049468994"
"PM10","ug/m3","03.01.2011","50","57.21858596801758","38.5433235168457","51.24270248413086","57.58523559570312","","56.09777450561523","4.246217727661133"
"PM10","ug/m3","04.01.2011","50","54.86091995239258","55.63486480712891","43.21650314331055","51.55656814575195","","50.37272644042969","17.54665374755859"
"PM10","ug/m3","05.01.2011","50","57.54764556884766","32.7988166809082","55.58372116088867","48.20850372314453","","23.78515625","19.0432186126709"
"PM10","ug/m3","06.01.2011","50","117.5171737670898","112.8341751098633","117.0868682861328","124.8173141479492","","111.3699798583984","23.35596466064453"
"PM10","ug/m3","07.01.2011","50","255.1301574707031","318.5555114746094","252.2180023193359","326.2174377441406","","318.2513122558594","5.76917028427124"
"PM10","ug/m3","08.01.2011","50","278.3345336914062","415.100830078125","399.8418884277344","347.3922424316406","","428.8331604003906","5.845527172088623"
"PM10","ug/m3","09.01.2011","50","396.8401794433594","360.1455993652344","549.9109497070312","480.0197448730469","","606.0996704101562","9.323119163513184"
"PM10","ug/m3","10.01.2011","50","285.4595336914062","389.3230895996094","452.8764343261719","472.3402404785156","","588.1036376953125","11.17634582519531"
"PM10","ug/m3","11.01.2011","50","285.4174499511719","305.7827758789062","275.24755859375","339.6102600097656","","344.0665588378906","20.50925254821777"
"PM10","ug/m3","12.01.2011","50","95.20387268066406","134.0935363769531","95.43843841552734","89.91460418701172","","91.49913024902344","19.85358428955078"
"PM10","ug/m3","13.01.2011","50","124.8344039916992","124.1338958740234","188.3804016113281","161.3868865966797","","129.1614990234375","14.11880016326904"
"PM10","ug/m3","14.01.2011","50","52.88991546630859","42.16740798950195","44.34962463378906","38.0792121887207","","40.12754440307617","8.165061950683594"
"PM10","ug/m3","15.01.2011","50","55.62622833251953","36.17798614501953","54.67202377319336","59.2385368347168","","0","11.15130138397217"
"PM10","ug/m3","16.01.2011","50","20.90409278869629","20.85256195068359","23.63607215881348","22.27191543579102","","0","3.575593948364258"
"PM10","ug/m3","17.01.2011","50","122.8944625854492","119.6997222900391","113.8308029174805","141.7472381591797","","0","7.83740758895874"
"PM10","ug/m3","18.01.2011","50","223.2845458984375","205.8610229492188","241.1793212890625","223.8107604980469","","271.1299743652344","5.497588157653809"
"PM10","ug/m3","19.01.2011","50","244.4834136962891","186.4341735839844","290.8057556152344","0","","246.6894989013672","17.28488159179688"
"PM10","ug/m3","20.01.2011","50","135.7783355712891","181.1938934326172","155.1732177734375","0","","169.2639923095703","22.41398620605469"
"PM10","ug/m3","21.01.2011","50","62.83935928344727","93.11390686035156","74.34471130371094","0","","68.40587615966797","24.31240272521973"
"PM10","ug/m3","22.01.2011","50","34.14996337890625","26.4672908782959","31.12408447265625","26.80286598205566","","30.84234046936035","11.00482368469238"
"PM10","ug/m3","23.01.2011","50","28.89858055114746","27.34187698364258","31.07588768005371","27.75033378601074","","29.09013557434082","9.304390907287598"
"PM10","ug/m3","24.01.2011","50","32.79791641235352","29.31342697143555","35.05254364013672","31.32809448242188","","28.96402168273926","14.52354431152344"
"PM10","ug/m3","25.01.2011","50","53.074951171875","38.92005157470703","47.47256851196289","41.07328414916992","","47.31273651123047","20.41452217102051"
"PM10","ug/m3","26.01.2011","50","164.0490264892578","190.0594482421875","186.2566375732422","167.0887451171875","","178.4847869873047","12.09782123565674"
"PM10","ug/m3","27.01.2011","50","226.1793670654297","325.06787109375","314.8954467773438","294.3145446777344","","319.478515625","9.468432426452637"
"PM10","ug/m3","28.01.2011","50","176.1463623046875","175.5658874511719","220.7012786865234","187.5087127685547","","179.9542846679688","18.40411186218262"
"PM10","ug/m3","29.01.2011","50","112.8383712768555","79.97752380371094","51.11537933349609","64.50692749023438","","73.49783325195312","29.12741470336914"
"PM10","ug/m3","30.01.2011","50","218.7835693359375","229.9927978515625","208.3131713867188","203.7297515869141","","232.7414855957031","22.03577613830566"
"PM10","ug/m3","31.01.2011","50","201.8980102539062","109.732795715332","238.2934265136719","206.1695251464844","","153.4693756103516","19.55729293823242"
"PM10","ug/m3","01.02.2011","50","175.7095489501953","166.1362762451172","163.6064453125","174.448974609375","","159.877685546875","10.32361888885498"
"PM10","ug/m3","02.02.2011","50","182.9994659423828","224.0757141113281","210.7567901611328","184.4117431640625","","192.5909118652344","15.01255893707275"
"PM10","ug/m3","03.02.2011","50","100.0177230834961","98.42214965820312","108.5679779052734","88.64701080322266","","88.52787017822266","29.0731086730957"
"PM10","ug/m3","04.02.2011","50","117.22119140625","55.95081329345703","137.2147216796875","96.60404205322266","","65.80486297607422","19.78115081787109"
"PM10","ug/m3","05.02.2011","50","117.0265121459961","105.6925735473633","143.2420196533203","136.6259307861328","","113.3820343017578","4.739419937133789"
"PM10","ug/m3","06.02.2011","50","116.5233001708984","89.38282012939453","195.3840789794922","0","","110.0238876342773","6.541346073150635"
"PM10","ug/m3","07.02.2011","50","60.62327575683594","32.91738891601562","58.88615417480469","49.40963745117188","","40.58051300048828","11.9629602432251"
"PM10","ug/m3","08.02.2011","50","127.0010604858398","94.99640655517578","209.1097412109375","196.3021697998047","","134.5285491943359","6.800859451293945"
"PM10","ug/m3","09.02.2011","50","51.11000823974609","37.52560043334961","43.66027450561523","44.62594604492188","","41.07007217407227","14.54862403869629"
"PM10","ug/m3","10.02.2011","50","42.65875625610352","41.54396057128906","44.30875015258789","40.13180923461914","","36.47264099121094","14.01140213012695"
"PM10","ug/m3","11.02.2011","50","176.7826538085938","145.4255065917969","168.2429504394531","155.112548828125","","142.4747009277344","11.5691967010498"
"PM10","ug/m3","12.02.2011","50","74.16849517822266","49.20244598388672","49.37604141235352","81.44861602783203","","58.30332183837891","20.87453269958496"
"PM10","ug/m3","13.02.2011","50","60.01860046386719","66.1605224609375","55.68647003173828","52.43325805664062","","49.90532684326172","16.09681510925293"
"PM10","ug/m3","14.02.2011","50","75.60670471191406","96.2293701171875","71.39433288574219","77.60829162597656","","67.83474731445312","36.19364547729492"
"PM10","ug/m3","15.02.2011","50","53.64160537719727","50.23499298095703","51.202880859375","57.54423904418945","","44.13258743286133","21.81349563598633"
"PM10","ug/m3","16.02.2011","50","47.90393829345703","38.44635772705078","43.37937545776367","47.0474739074707","","36.64874267578125","21.93618392944336"
"PM10","ug/m3","17.02.2011","50","41.14468383789062","45.53858947753906","41.86440277099609","48.28530120849609","","38.82894515991211","14.01765060424805"
"PM10","ug/m3","18.02.2011","50","46.48624420166016","63.06513214111328","43.690673828125","57.12057495117188","","49.11495208740234","16.89748954772949"
"PM10","ug/m3","19.02.2011","50","25.06510925292969","31.79159545898438","25.49997711181641","26.34828567504883","","30.10021781921387","10.99588966369629"
"PM10","ug/m3","20.02.2011","50","0","30.70849800109863","24.37784385681152","23.07108116149902","","28.39489364624023","3.490962028503418"
"PM10","ug/m3","21.02.2011","50","39.78010559082031","33.21232604980469","40.75173187255859","43.11943435668945","","33.95049667358398","13.42435932159424"
"PM10","ug/m3","22.02.2011","50","29.89424514770508","23.44842910766602","27.01359367370605","31.74983978271484","","23.34513282775879","13.39746952056885"
"PM10","ug/m3","23.02.2011","50","37.57328796386719","29.65529823303223","22.5999698638916","31.46131706237793","","27.02406120300293","11.93439197540283"
"PM10","ug/m3","24.02.2011","50","34.41360092163086","29.25232887268066","27.27681732177734","38.15259552001953","","29.87142372131348","8.064421653747559"
"PM10","ug/m3","25.02.2011","50","42.5732307434082","36.28163909912109","39.96552276611328","42.65692520141602","","35.31010818481445","20.45766258239746"
"PM10","ug/m3","26.02.2011","50","59.9306640625","50.92587280273438","45.91555786132812","53.42641448974609","","49.37527847290039","32.31897735595703"
"PM10","ug/m3","27.02.2011","50","50.59900665283203","40.28927612304688","45.28493499755859","47.78362655639648","","38.06789398193359","31.20346260070801"
"PM10","ug/m3","28.02.2011","50","66.21089172363281","75.68883514404297","59.71684265136719","69.00302124023438","","64.74489593505859","54.11072540283203"
"PM10","ug/m3","01.03.2011","50","56.72423934936523","52.64640426635742","54.55478668212891","56.63911437988281","","43.08693313598633","33.72299957275391"
"PM10","ug/m3","02.03.2011","50","46.44786071777344","25.69709396362305","50.70343399047852","40.51674652099609","","29.65478515625","27.956298828125"
"PM10","ug/m3","03.03.2011","50","38.18605041503906","25.37596130371094","35.13051986694336","38.57329177856445","","26.70772743225098","27.4103889465332"
"PM10","ug/m3","04.03.2011","50","52.22550964355469","91.54171752929688","70.60207366943359","68.04579925537109","","76.11540222167969","40.41616821289062"
"PM10","ug/m3","05.03.2011","50","86.40371704101562","81.81880187988281","75.87841033935547","84.39678955078125","","76.14847564697266","0"
"PM10","ug/m3","06.03.2011","50","60.37039566040039","42.09469985961914","53.92158126831055","49.91081237792969","","42.30739593505859","0"
"PM10","ug/m3","07.03.2011","50","28.58732414245605","16.69498825073242","26.74102973937988","23.9156551361084","","18.19196701049805","11.64728927612305"
"PM10","ug/m3","08.03.2011","50","34.02699661254883","37.52460479736328","37.73094177246094","0","","25.9764575958252","14.20418357849121"
"PM10","ug/m3","09.03.2011","50","57.52704620361328","72.95587158203125","65.49547576904297","69.21051788330078","","70.21303558349609","18.53793334960938"
"PM10","ug/m3","10.03.2011","50","65.1307373046875","61.84934997558594","57.37715530395508","61.42766952514648","","59.55986022949219","12.88901519775391"
"PM10","ug/m3","11.03.2011","50","103.8766479492188","63.16591644287109","85.45480346679688","96.59919738769531","","60.98959350585938","27.4864501953125"
"PM10","ug/m3","12.03.2011","50","85.94022369384766","108.2868347167969","123.8954162597656","145.4482727050781","","109.0140075683594","33.3914794921875"
"PM10","ug/m3","13.03.2011","50","68.44012451171875","84.43062591552734","104.2542419433594","99.3104248046875","","94.72906494140625","22.46259117126465"
"PM10","ug/m3","14.03.2011","50","99.08690643310547","86.68084716796875","113.6352844238281","112.3411178588867","","92.96383666992188","15.16266918182373"
"PM10","ug/m3","15.03.2011","50","83.60931396484375","106.1671142578125","110.2640609741211","118.7494659423828","","126.7946243286133","21.36973762512207"
"PM10","ug/m3","16.03.2011","50","89.19380950927734","85.06920623779297","83.78188323974609","77.14515686035156","","79.38679504394531","24.69149780273438"
"PM10","ug/m3","17.03.2011","50","51.09994125366211","43.9432487487793","66.4818115234375","61.56783676147461","","49.80921173095703","30.34904479980469"
"PM10","ug/m3","18.03.2011","50","40.16281127929688","53.63755798339844","42.08108901977539","49.97002410888672","","52.68026351928711","0"
"PM10","ug/m3","19.03.2011","50","23.07654190063477","18.95404624938965","18.08023262023926","20.42599105834961","","20.54618453979492","0"
"PM10","ug/m3","20.03.2011","50","15.75159549713135","14.76152515411377","13.25990295410156","22.04422950744629","","13.71766757965088","16.46257591247559"
"PM10","ug/m3","21.03.2011","50","28.07391166687012","23.91686820983887","31.46703338623047","27.5637378692627","","22.55353355407715","1.278020024299622"
"PM10","ug/m3","22.03.2011","50","44.50027847290039","34.45053863525391","43.7049560546875","40.81603240966797","","30.45892524719238","12.59398460388184"
"PM10","ug/m3","23.03.2011","50","63.23877716064453","53.13383483886719","62.64590835571289","62.43254470825195","","0","23.42221641540527"
"PM10","ug/m3","24.03.2011","50","42.99297714233398","33.53558349609375","40.71365356445312","35.98889541625977","","0","32.19655609130859"
"PM10","ug/m3","25.03.2011","50","47.59667587280273","30.06075668334961","51.02523803710938","45.92759704589844","","37.46306228637695","18.91346740722656"
"PM10","ug/m3","26.03.2011","50","63.92881393432617","50.97316741943359","59.74319458007812","61.22408676147461","","49.29720306396484","23.36752128601074"
"PM10","ug/m3","27.03.2011","50","50.67709732055664","54.0744743347168","46.6522331237793","47.70414733886719","","38.92655563354492","28.56154441833496"
"PM10","ug/m3","28.03.2011","50","51.96089172363281","68.21962738037109","52.57202529907227","54.6477165222168","","53.42938232421875","29.55808448791504"
"PM10","ug/m3","29.03.2011","50","50.632568359375","63.31682205200195","46.07820510864258","53.34799957275391","","49.89648056030273","18.92476463317871"
"PM10","ug/m3","30.03.2011","50","26.11492347717285","26.00152969360352","25.98472023010254","26.27270889282227","","21.97571754455566","10.52390098571777"
"PM10","ug/m3","31.03.2011","50","35.3394889831543","35.58858489990234","41.27445220947266","38.62038040161133","","28.97637557983398","9.917956352233887"
"PM10","ug/m3","01.04.2011","50","44.72858810424805","38.9937858581543","45.43767929077148","46.85294723510742","","35.71055603027344","27.84926223754883"
"PM10","ug/m3","02.04.2011","50","57.6829833984375","52.00405502319336","59.58230209350586","66.10579681396484","","48.86764526367188","31.45641708374023"
"PM10","ug/m3","03.04.2011","50","62.7761116027832","50.69789505004883","65.77082061767578","48.95977020263672","","38.08523178100586","32.13796234130859"
"PM10","ug/m3","04.04.2011","50","69.32820129394531","64.28477478027344","65.58950042724609","66.96300506591797","","58.97893524169922","35.74874114990234"
"PM10","ug/m3","05.04.2011","50","65.31803131103516","62.39878082275391","55.52996444702148","54.75024032592773","","52.35642623901367","40.15402221679688"
"PM10","ug/m3","06.04.2011","50","38.01086807250977","27.76991081237793","34.54856872558594","33.4967155456543","","29.21217918395996","11.16984748840332"
"PM10","ug/m3","07.04.2011","50","51.61241149902344","0","43.66011047363281","42.39198684692383","","23.94692802429199","7.041903495788574"
"PM10","ug/m3","08.04.2011","50","52.33219146728516","23.47002601623535","39.57121276855469","21.48809051513672","","22.08138275146484","13.42160034179688"
"PM10","ug/m3","09.04.2011","50","44.22381591796875","21.99360466003418","40.01202011108398","26.57903289794922","","23.56455993652344","16.6679801940918"
"PM10","ug/m3","10.04.2011","50","35.68149566650391","24.72708511352539","36.39258193969727","25.99306869506836","","24.5523681640625","20.94899368286133"
"PM10","ug/m3","11.04.2011","50","22.12696075439453","15.06666851043701","19.84651374816895","15.68464660644531","","14.23074340820312","12.33776569366455"
"PM10","ug/m3","12.04.2011","50","43.76908874511719","22.82259368896484","36.20668792724609","33.48423004150391","","30.07728385925293","20.18670272827148"
"PM10","ug/m3","13.04.2011","50","28.37896919250488","21.51981353759766","25.14832305908203","20.65194702148438","","21.72002601623535","24.32320404052734"
"PM10","ug/m3","14.04.2011","50","17.53849029541016","12.55654430389404","15.28849315643311","15.56233692169189","","13.95889472961426","4.069204330444336"
"PM10","ug/m3","15.04.2011","50","28.63113021850586","15.77219390869141","24.88024520874023","24.76892471313477","","16.47348976135254","9.35738468170166"
"PM10","ug/m3","16.04.2011","50","43.90779495239258","28.57234001159668","37.33916091918945","45.28125762939453","","32.71712493896484","20.04700088500977"
"PM10","ug/m3","17.04.2011","50","30.62077140808105","23.59005546569824","27.34201431274414","27.23766136169434","","20.73903846740723","23.68032836914062"
"PM10","ug/m3","18.04.2011","50","44.44982528686523","33.07622146606445","41.36310577392578","34.64291000366211","","29.52198028564453","20.10186386108398"
"PM10","ug/m3","19.04.2011","50","60.95461273193359","44.2171516418457","49.33478164672852","53.86324691772461","","38.0207405090332","29.84994697570801"
"PM10","ug/m3","20.04.2011","50","46.63371276855469","38.61547088623047","43.24178314208984","46.47906875610352","","34.61576843261719","16.69915771484375"
"PM10","ug/m3","21.04.2011","50","0","36.19405364990234","36.90677642822266","28.95772552490234","","27.96924591064453","22.96855545043945"
"PM10","ug/m3","22.04.2011","50","0","32.04042053222656","33.00431442260742","27.37107086181641","","26.0090389251709","25.06983757019043"
"PM10","ug/m3","23.04.2011","50","0","27.61435508728027","26.48463821411133","26.75267028808594","","25.29356575012207","22.69178771972656"
"PM10","ug/m3","24.04.2011","50","0","28.24191093444824","27.25810432434082","26.94783020019531","","22.97808265686035","26.50251007080078"
"PM10","ug/m3","25.04.2011","50","0","24.79804039001465","31.55297470092773","26.20235443115234","","21.19659805297852","22.45780372619629"
"PM10","ug/m3","26.04.2011","50","0","29.28329467773438","34.81133270263672","29.85672187805176","","24.32968330383301","18.44695472717285"
"PM10","ug/m3","27.04.2011","50","28.35090637207031","23.56857490539551","23.12986946105957","36.82759475708008","","23.9042911529541","19.72537040710449"
"PM10","ug/m3","28.04.2011","50","25.00200462341309","15.95947456359863","20.21712875366211","15.9226713180542","","14.59290790557861","10.92163848876953"
"PM10","ug/m3","29.04.2011","50","24.56978416442871","21.28807258605957","21.18905830383301","22.19433975219727","","19.5477409362793","20.90480422973633"
"PM10","ug/m3","30.04.2011","50","31.24657440185547","24.27061080932617","26.67912101745605","33.7820930480957","","26.2810173034668","16.28362274169922"
"PM10","ug/m3","01.05.2011","50","37.82084655761719","38.81669235229492","37.58208465576172","42.74292373657227","","38.79773330688477","24.73003387451172"
