,temp_min,temp_max,pressure,humidity,wind_speed,rain_24h,snow_3h,clouds_all,temp_cent,temp_max_cent,temp_min_cent,date_format,location,type,value,season,value_tomorrow
1561,269.1284615384616,273.473076923077,1019.6923076923077,58.15384615384615,5.3076923076923075,,,77.15384615384616,1.1538461538461537,1.3230769230769266,-3.0215384615384417,30.01.2013,Хиподрума,PM10,45.03003311157227,winter,10.8009729385376
1562,269.1284615384616,273.473076923077,1019.6923076923077,58.15384615384615,5.3076923076923075,,,77.15384615384616,1.1538461538461537,1.3230769230769266,-3.0215384615384417,30.01.2013,Копитото,PM10,10.8009729385376,winter,45.53437805175781
1570,271.1575000000001,275.59699999999987,995.7,77.0,1.5,,,79.0,2.0790000000000077,3.4470000000000143,-0.9924999999999755,31.01.2013,Дружба,PM10,45.53437805175781,winter,38.8670768737793
1571,271.1575000000001,275.59699999999987,995.7,77.0,1.5,,,79.0,2.0790000000000077,3.4470000000000143,-0.9924999999999755,31.01.2013,Павлово,PM10,38.8670768737793,winter,45.05193328857422
1572,271.1575000000001,275.59699999999987,995.7,77.0,1.5,,,79.0,2.0790000000000077,3.4470000000000143,-0.9924999999999755,31.01.2013,Надежда,PM10,45.05193328857422,winter,47.82150268554688
1573,271.1575000000001,275.59699999999987,995.7,77.0,1.5,,,79.0,2.0790000000000077,3.4470000000000143,-0.9924999999999755,31.01.2013,Орлов мост,PM10,47.82150268554688,winter,40.83098602294922
1574,271.1575000000001,275.59699999999987,995.7,77.0,1.5,,,79.0,2.0790000000000077,3.4470000000000143,-0.9924999999999755,31.01.2013,Хиподрума,PM10,40.83098602294922,winter,1.9723989963531492
1575,271.1575000000001,275.59699999999987,995.7,77.0,1.5,,,79.0,2.0790000000000077,3.4470000000000143,-0.9924999999999755,31.01.2013,Копитото,PM10,1.9723989963531492,winter,43.82593536376953
1583,272.94695652173914,277.05695652173915,982.9565217391304,83.69565217391305,2.652173913043478,,,61.04347826086956,2.76347826086957,4.9069565217391355,0.7969565217391669,01.02.2013,Дружба,PM10,43.82593536376953,winter,46.12001037597656
1584,272.94695652173914,277.05695652173915,982.9565217391304,83.69565217391305,2.652173913043478,,,61.04347826086956,2.76347826086957,4.9069565217391355,0.7969565217391669,01.02.2013,Павлово,PM10,46.12001037597656,winter,53.42446517944336
1585,272.94695652173914,277.05695652173915,982.9565217391304,83.69565217391305,2.652173913043478,,,61.04347826086956,2.76347826086957,4.9069565217391355,0.7969565217391669,01.02.2013,Надежда,PM10,53.42446517944336,winter,83.99551391601562
1586,272.94695652173914,277.05695652173915,982.9565217391304,83.69565217391305,2.652173913043478,,,61.04347826086956,2.76347826086957,4.9069565217391355,0.7969565217391669,01.02.2013,Орлов мост,PM10,83.99551391601562,winter,50.900108337402344
1587,272.94695652173914,277.05695652173915,982.9565217391304,83.69565217391305,2.652173913043478,,,61.04347826086956,2.76347826086957,4.9069565217391355,0.7969565217391669,01.02.2013,Хиподрума,PM10,50.900108337402344,winter,4.175007820129395
1588,272.94695652173914,277.05695652173915,982.9565217391304,83.69565217391305,2.652173913043478,,,61.04347826086956,2.76347826086957,4.9069565217391355,0.7969565217391669,01.02.2013,Копитото,PM10,4.175007820129395,winter,53.01473617553711
1596,271.85095238095244,276.21238095238084,977.8571428571429,55.476190476190474,1.5238095238095237,,,57.04761904761905,2.7033333333333434,4.062380952380966,-0.29904761904760424,02.02.2013,Дружба,PM10,53.01473617553711,winter,62.13324737548828
1597,271.85095238095244,276.21238095238084,977.8571428571429,55.476190476190474,1.5238095238095237,,,57.04761904761905,2.7033333333333434,4.062380952380966,-0.29904761904760424,02.02.2013,Павлово,PM10,62.13324737548828,winter,71.01274871826172
1598,271.85095238095244,276.21238095238084,977.8571428571429,55.476190476190474,1.5238095238095237,,,57.04761904761905,2.7033333333333434,4.062380952380966,-0.29904761904760424,02.02.2013,Надежда,PM10,71.01274871826172,winter,117.43273162841801
1599,271.85095238095244,276.21238095238084,977.8571428571429,55.476190476190474,1.5238095238095237,,,57.04761904761905,2.7033333333333434,4.062380952380966,-0.29904761904760424,02.02.2013,Орлов мост,PM10,117.43273162841801,winter,88.83696746826172
1600,271.85095238095244,276.21238095238084,977.8571428571429,55.476190476190474,1.5238095238095237,,,57.04761904761905,2.7033333333333434,4.062380952380966,-0.29904761904760424,02.02.2013,Хиподрума,PM10,88.83696746826172,winter,8.239245414733888
1601,271.85095238095244,276.21238095238084,977.8571428571429,55.476190476190474,1.5238095238095237,,,57.04761904761905,2.7033333333333434,4.062380952380966,-0.29904761904760424,02.02.2013,Копитото,PM10,8.239245414733888,winter,26.71118354797363
1609,273.0430434782608,277.09782608695645,953.0,78.43478260869566,3.130434782608696,,,60.82608695652174,2.707826086956533,4.94782608695655,0.8930434782608778,03.02.2013,Дружба,PM10,26.71118354797363,winter,25.02343559265137
1610,273.0430434782608,277.09782608695645,953.0,78.43478260869566,3.130434782608696,,,60.82608695652174,2.707826086956533,4.94782608695655,0.8930434782608778,03.02.2013,Павлово,PM10,25.02343559265137,winter,27.803691864013672
1611,273.0430434782608,277.09782608695645,953.0,78.43478260869566,3.130434782608696,,,60.82608695652174,2.707826086956533,4.94782608695655,0.8930434782608778,03.02.2013,Надежда,PM10,27.803691864013672,winter,27.40665626525879
1612,273.0430434782608,277.09782608695645,953.0,78.43478260869566,3.130434782608696,,,60.82608695652174,2.707826086956533,4.94782608695655,0.8930434782608778,03.02.2013,Орлов мост,PM10,27.40665626525879,winter,29.10184478759766
1613,273.0430434782608,277.09782608695645,953.0,78.43478260869566,3.130434782608696,,,60.82608695652174,2.707826086956533,4.94782608695655,0.8930434782608778,03.02.2013,Хиподрума,PM10,29.10184478759766,winter,16.15753364562988
1614,273.0430434782608,277.09782608695645,953.0,78.43478260869566,3.130434782608696,,,60.82608695652174,2.707826086956533,4.94782608695655,0.8930434782608778,03.02.2013,Копитото,PM10,16.15753364562988,winter,20.33558654785156
1622,274.8627272727272,279.4140909090909,947.5909090909091,68.27272727272727,4.0,,,68.5,5.570454545454559,7.264090909090925,2.7127272727272884,04.02.2013,Дружба,PM10,20.33558654785156,winter,21.36800575256348
1623,274.8627272727272,279.4140909090909,947.5909090909091,68.27272727272727,4.0,,,68.5,5.570454545454559,7.264090909090925,2.7127272727272884,04.02.2013,Павлово,PM10,21.36800575256348,winter,20.76202583312988
1624,274.8627272727272,279.4140909090909,947.5909090909091,68.27272727272727,4.0,,,68.5,5.570454545454559,7.264090909090925,2.7127272727272884,04.02.2013,Надежда,PM10,20.76202583312988,winter,18.33142280578613
1625,274.8627272727272,279.4140909090909,947.5909090909091,68.27272727272727,4.0,,,68.5,5.570454545454559,7.264090909090925,2.7127272727272884,04.02.2013,Орлов мост,PM10,18.33142280578613,winter,20.90658760070801
1626,274.8627272727272,279.4140909090909,947.5909090909091,68.27272727272727,4.0,,,68.5,5.570454545454559,7.264090909090925,2.7127272727272884,04.02.2013,Хиподрума,PM10,20.90658760070801,winter,8.497492790222168
1627,274.8627272727272,279.4140909090909,947.5909090909091,68.27272727272727,4.0,,,68.5,5.570454545454559,7.264090909090925,2.7127272727272884,04.02.2013,Копитото,PM10,8.497492790222168,winter,53.56032943725586
1635,272.5914285714286,276.2866666666667,995.1428571428571,50.666666666666664,3.2857142857142856,,,52.333333333333336,2.8814285714285766,4.136666666666672,0.44142857142860575,05.02.2013,Дружба,PM10,53.56032943725586,winter,66.9140853881836
1636,272.5914285714286,276.2866666666667,995.1428571428571,50.666666666666664,3.2857142857142856,,,52.333333333333336,2.8814285714285766,4.136666666666672,0.44142857142860575,05.02.2013,Павлово,PM10,66.9140853881836,winter,49.11621475219727
1637,272.5914285714286,276.2866666666667,995.1428571428571,50.666666666666664,3.2857142857142856,,,52.333333333333336,2.8814285714285766,4.136666666666672,0.44142857142860575,05.02.2013,Надежда,PM10,49.11621475219727,winter,69.37332153320311
1638,272.5914285714286,276.2866666666667,995.1428571428571,50.666666666666664,3.2857142857142856,,,52.333333333333336,2.8814285714285766,4.136666666666672,0.44142857142860575,05.02.2013,Орлов мост,PM10,69.37332153320311,winter,68.72279357910156
1639,272.5914285714286,276.2866666666667,995.1428571428571,50.666666666666664,3.2857142857142856,,,52.333333333333336,2.8814285714285766,4.136666666666672,0.44142857142860575,05.02.2013,Хиподрума,PM10,68.72279357910156,winter,10.69310569763184
1640,272.5914285714286,276.2866666666667,995.1428571428571,50.666666666666664,3.2857142857142856,,,52.333333333333336,2.8814285714285766,4.136666666666672,0.44142857142860575,05.02.2013,Копитото,PM10,10.69310569763184,winter,70.16240692138672
1648,272.47550000000007,276.7054999999999,998.3,67.55,2.4,,,16.65,2.597,4.555500000000018,0.3255000000000138,06.02.2013,Дружба,PM10,70.16240692138672,winter,81.72840118408203
1649,272.47550000000007,276.7054999999999,998.3,67.55,2.4,,,16.65,2.597,4.555500000000018,0.3255000000000138,06.02.2013,Павлово,PM10,81.72840118408203,winter,82.20539093017578
1650,272.47550000000007,276.7054999999999,998.3,67.55,2.4,,,16.65,2.597,4.555500000000018,0.3255000000000138,06.02.2013,Надежда,PM10,82.20539093017578,winter,96.92799377441406
1651,272.47550000000007,276.7054999999999,998.3,67.55,2.4,,,16.65,2.597,4.555500000000018,0.3255000000000138,06.02.2013,Орлов мост,PM10,96.92799377441406,winter,75.96159362792969
1652,272.47550000000007,276.7054999999999,998.3,67.55,2.4,,,16.65,2.597,4.555500000000018,0.3255000000000138,06.02.2013,Хиподрума,PM10,75.96159362792969,winter,20.0761833190918
1653,272.47550000000007,276.7054999999999,998.3,67.55,2.4,,,16.65,2.597,4.555500000000018,0.3255000000000138,06.02.2013,Копитото,PM10,20.0761833190918,winter,38.99028015136719
1661,272.93105263157895,277.238947368421,987.421052631579,67.57894736842105,1.9473684210526316,,,60.526315789473685,3.453684210526316,5.088947368421067,0.781052631578982,07.02.2013,Дружба,PM10,38.99028015136719,winter,55.51528549194336
1662,272.93105263157895,277.238947368421,987.421052631579,67.57894736842105,1.9473684210526316,,,60.526315789473685,3.453684210526316,5.088947368421067,0.781052631578982,07.02.2013,Павлово,PM10,55.51528549194336,winter,35.65222930908203
1663,272.93105263157895,277.238947368421,987.421052631579,67.57894736842105,1.9473684210526316,,,60.526315789473685,3.453684210526316,5.088947368421067,0.781052631578982,07.02.2013,Надежда,PM10,35.65222930908203,winter,47.22362899780273
1664,272.93105263157895,277.238947368421,987.421052631579,67.57894736842105,1.9473684210526316,,,60.526315789473685,3.453684210526316,5.088947368421067,0.781052631578982,07.02.2013,Орлов мост,PM10,47.22362899780273,winter,53.69770431518555
1665,272.93105263157895,277.238947368421,987.421052631579,67.57894736842105,1.9473684210526316,,,60.526315789473685,3.453684210526316,5.088947368421067,0.781052631578982,07.02.2013,Хиподрума,PM10,53.69770431518555,winter,10.64778518676758
1666,272.93105263157895,277.238947368421,987.421052631579,67.57894736842105,1.9473684210526316,,,60.526315789473685,3.453684210526316,5.088947368421067,0.781052631578982,07.02.2013,Копитото,PM10,10.64778518676758,winter,25.16013145446777
1674,273.54434782608695,278.3826086956522,971.6521739130435,88.82608695652173,3.4782608695652173,,,80.04347826086956,4.8386956521739135,6.23260869565218,1.394347826086981,08.02.2013,Дружба,PM10,25.16013145446777,winter,18.13860893249512
1675,273.54434782608695,278.3826086956522,971.6521739130435,88.82608695652173,3.4782608695652173,,,80.04347826086956,4.8386956521739135,6.23260869565218,1.394347826086981,08.02.2013,Павлово,PM10,18.13860893249512,winter,19.49136924743652
1676,273.54434782608695,278.3826086956522,971.6521739130435,88.82608695652173,3.4782608695652173,,,80.04347826086956,4.8386956521739135,6.23260869565218,1.394347826086981,08.02.2013,Надежда,PM10,19.49136924743652,winter,22.86046981811523
1677,273.54434782608695,278.3826086956522,971.6521739130435,88.82608695652173,3.4782608695652173,,,80.04347826086956,4.8386956521739135,6.23260869565218,1.394347826086981,08.02.2013,Орлов мост,PM10,22.86046981811523,winter,22.34085464477539
1678,273.54434782608695,278.3826086956522,971.6521739130435,88.82608695652173,3.4782608695652173,,,80.04347826086956,4.8386956521739135,6.23260869565218,1.394347826086981,08.02.2013,Хиподрума,PM10,22.34085464477539,winter,18.13776588439941
1679,273.54434782608695,278.3826086956522,971.6521739130435,88.82608695652173,3.4782608695652173,,,80.04347826086956,4.8386956521739135,6.23260869565218,1.394347826086981,08.02.2013,Копитото,PM10,18.13776588439941,winter,53.84363555908203
1687,269.904,272.17299999999994,1002.25,65.8,3.8,,,69.5,-0.05,0.023000000000001818,-2.245999999999961,09.02.2013,Дружба,PM10,53.84363555908203,winter,67.37537384033203
1688,269.904,272.17299999999994,1002.25,65.8,3.8,,,69.5,-0.05,0.023000000000001818,-2.245999999999961,09.02.2013,Павлово,PM10,67.37537384033203,winter,55.92881393432617
1689,269.904,272.17299999999994,1002.25,65.8,3.8,,,69.5,-0.05,0.023000000000001818,-2.245999999999961,09.02.2013,Надежда,PM10,55.92881393432617,winter,67.00166320800781
1690,269.904,272.17299999999994,1002.25,65.8,3.8,,,69.5,-0.05,0.023000000000001818,-2.245999999999961,09.02.2013,Орлов мост,PM10,67.00166320800781,winter,66.66604614257811
1691,269.904,272.17299999999994,1002.25,65.8,3.8,,,69.5,-0.05,0.023000000000001818,-2.245999999999961,09.02.2013,Хиподрума,PM10,66.66604614257811,winter,13.344125747680659
1692,269.904,272.17299999999994,1002.25,65.8,3.8,,,69.5,-0.05,0.023000000000001818,-2.245999999999961,09.02.2013,Копитото,PM10,13.344125747680659,winter,41.14057540893555
1700,269.2622727272728,274.21,1008.4545454545455,76.0909090909091,1.5454545454545454,,,80.68181818181819,0.4090909090909091,2.060000000000015,-2.887727272727251,10.02.2013,Дружба,PM10,41.14057540893555,winter,67.83891296386719
1701,269.2622727272728,274.21,1008.4545454545455,76.0909090909091,1.5454545454545454,,,80.68181818181819,0.4090909090909091,2.060000000000015,-2.887727272727251,10.02.2013,Павлово,PM10,67.83891296386719,winter,31.84647369384766
1702,269.2622727272728,274.21,1008.4545454545455,76.0909090909091,1.5454545454545454,,,80.68181818181819,0.4090909090909091,2.060000000000015,-2.887727272727251,10.02.2013,Надежда,PM10,31.84647369384766,winter,41.25642013549805
1703,269.2622727272728,274.21,1008.4545454545455,76.0909090909091,1.5454545454545454,,,80.68181818181819,0.4090909090909091,2.060000000000015,-2.887727272727251,10.02.2013,Орлов мост,PM10,41.25642013549805,winter,47.6986083984375
1704,269.2622727272728,274.21,1008.4545454545455,76.0909090909091,1.5454545454545454,,,80.68181818181819,0.4090909090909091,2.060000000000015,-2.887727272727251,10.02.2013,Хиподрума,PM10,47.6986083984375,winter,10.62464427947998
1705,269.2622727272728,274.21,1008.4545454545455,76.0909090909091,1.5454545454545454,,,80.68181818181819,0.4090909090909091,2.060000000000015,-2.887727272727251,10.02.2013,Копитото,PM10,10.62464427947998,winter,45.907569885253906
1713,271.0623809523809,274.9709523809523,992.952380952381,78.33333333333333,2.1904761904761907,,,62.857142857142854,2.2380952380952435,2.8209523809523867,-1.0876190476190355,11.02.2013,Дружба,PM10,45.907569885253906,winter,47.10274887084961
1714,271.0623809523809,274.9709523809523,992.952380952381,78.33333333333333,2.1904761904761907,,,62.857142857142854,2.2380952380952435,2.8209523809523867,-1.0876190476190355,11.02.2013,Павлово,PM10,47.10274887084961,winter,46.0799446105957
1715,271.0623809523809,274.9709523809523,992.952380952381,78.33333333333333,2.1904761904761907,,,62.857142857142854,2.2380952380952435,2.8209523809523867,-1.0876190476190355,11.02.2013,Надежда,PM10,46.0799446105957,winter,51.932777404785156
1716,271.0623809523809,274.9709523809523,992.952380952381,78.33333333333333,2.1904761904761907,,,62.857142857142854,2.2380952380952435,2.8209523809523867,-1.0876190476190355,11.02.2013,Орлов мост,PM10,51.932777404785156,winter,49.9603271484375
1717,271.0623809523809,274.9709523809523,992.952380952381,78.33333333333333,2.1904761904761907,,,62.857142857142854,2.2380952380952435,2.8209523809523867,-1.0876190476190355,11.02.2013,Хиподрума,PM10,49.9603271484375,winter,11.425464630126948
1718,271.0623809523809,274.9709523809523,992.952380952381,78.33333333333333,2.1904761904761907,,,62.857142857142854,2.2380952380952435,2.8209523809523867,-1.0876190476190355,11.02.2013,Копитото,PM10,11.425464630126948,winter,58.04062271118164
1726,269.4522727272727,273.2018181818181,1012.2272727272727,72.81818181818181,2.727272727272727,,,48.81818181818182,0.7727272727272727,1.0518181818181889,-2.6977272727272403,12.02.2013,Дружба,PM10,58.04062271118164,winter,82.00191497802734
1727,269.4522727272727,273.2018181818181,1012.2272727272727,72.81818181818181,2.727272727272727,,,48.81818181818182,0.7727272727272727,1.0518181818181889,-2.6977272727272403,12.02.2013,Павлово,PM10,82.00191497802734,winter,65.41727447509766
1728,269.4522727272727,273.2018181818181,1012.2272727272727,72.81818181818181,2.727272727272727,,,48.81818181818182,0.7727272727272727,1.0518181818181889,-2.6977272727272403,12.02.2013,Надежда,PM10,65.41727447509766,winter,76.35992431640625
1729,269.4522727272727,273.2018181818181,1012.2272727272727,72.81818181818181,2.727272727272727,,,48.81818181818182,0.7727272727272727,1.0518181818181889,-2.6977272727272403,12.02.2013,Орлов мост,PM10,76.35992431640625,winter,76.3396987915039
1730,269.4522727272727,273.2018181818181,1012.2272727272727,72.81818181818181,2.727272727272727,,,48.81818181818182,0.7727272727272727,1.0518181818181889,-2.6977272727272403,12.02.2013,Хиподрума,PM10,76.3396987915039,winter,12.46741485595703
1731,269.4522727272727,273.2018181818181,1012.2272727272727,72.81818181818181,2.727272727272727,,,48.81818181818182,0.7727272727272727,1.0518181818181889,-2.6977272727272403,12.02.2013,Копитото,PM10,12.46741485595703,winter,39.99654006958008
1739,271.82736842105254,274.9021052631578,1009.3684210526316,73.36842105263158,3.1052631578947367,,,47.421052631578945,1.4394736842105276,2.752105263157914,-0.3226315789473592,13.02.2013,Дружба,PM10,39.99654006958008,winter,40.12501907348633
1740,271.82736842105254,274.9021052631578,1009.3684210526316,73.36842105263158,3.1052631578947367,,,47.421052631578945,1.4394736842105276,2.752105263157914,-0.3226315789473592,13.02.2013,Павлово,PM10,40.12501907348633,winter,36.7818603515625
1741,271.82736842105254,274.9021052631578,1009.3684210526316,73.36842105263158,3.1052631578947367,,,47.421052631578945,1.4394736842105276,2.752105263157914,-0.3226315789473592,13.02.2013,Надежда,PM10,36.7818603515625,winter,44.59650039672852
1742,271.82736842105254,274.9021052631578,1009.3684210526316,73.36842105263158,3.1052631578947367,,,47.421052631578945,1.4394736842105276,2.752105263157914,-0.3226315789473592,13.02.2013,Орлов мост,PM10,44.59650039672852,winter,29.09021759033203
1743,271.82736842105254,274.9021052631578,1009.3684210526316,73.36842105263158,3.1052631578947367,,,47.421052631578945,1.4394736842105276,2.752105263157914,-0.3226315789473592,13.02.2013,Хиподрума,PM10,29.09021759033203,winter,14.602664947509771
1744,271.82736842105254,274.9021052631578,1009.3684210526316,73.36842105263158,3.1052631578947367,,,47.421052631578945,1.4394736842105276,2.752105263157914,-0.3226315789473592,13.02.2013,Копитото,PM10,14.602664947509771,winter,27.79434013366699
1752,273.62272727272733,278.4840909090908,1013.0909090909091,90.9090909090909,5.181818181818182,,,83.86363636363636,6.2727272727272725,6.33409090909091,1.4727272727272898,14.02.2013,Дружба,PM10,27.79434013366699,winter,33.71905517578125
1753,273.62272727272733,278.4840909090908,1013.0909090909091,90.9090909090909,5.181818181818182,,,83.86363636363636,6.2727272727272725,6.33409090909091,1.4727272727272898,14.02.2013,Павлово,PM10,33.71905517578125,winter,24.71551322937012
1754,273.62272727272733,278.4840909090908,1013.0909090909091,90.9090909090909,5.181818181818182,,,83.86363636363636,6.2727272727272725,6.33409090909091,1.4727272727272898,14.02.2013,Надежда,PM10,24.71551322937012,winter,34.36812591552734
1755,273.62272727272733,278.4840909090908,1013.0909090909091,90.9090909090909,5.181818181818182,,,83.86363636363636,6.2727272727272725,6.33409090909091,1.4727272727272898,14.02.2013,Орлов мост,PM10,34.36812591552734,winter,24.9659423828125
1756,273.62272727272733,278.4840909090908,1013.0909090909091,90.9090909090909,5.181818181818182,,,83.86363636363636,6.2727272727272725,6.33409090909091,1.4727272727272898,14.02.2013,Хиподрума,PM10,24.9659423828125,winter,10.61014270782471
1757,273.62272727272733,278.4840909090908,1013.0909090909091,90.9090909090909,5.181818181818182,,,83.86363636363636,6.2727272727272725,6.33409090909091,1.4727272727272898,14.02.2013,Копитото,PM10,10.61014270782471,winter,24.59939384460449
1765,273.08458333333334,278.69166666666655,1013.9166666666666,90.45833333333333,2.3333333333333335,,,86.25,6.541666666666667,6.541666666666667,0.9345833333333502,15.02.2013,Дружба,PM10,24.59939384460449,winter,21.39548301696777
1766,273.08458333333334,278.69166666666655,1013.9166666666666,90.45833333333333,2.3333333333333335,,,86.25,6.541666666666667,6.541666666666667,0.9345833333333502,15.02.2013,Павлово,PM10,21.39548301696777,winter,17.82793045043945
1767,273.08458333333334,278.69166666666655,1013.9166666666666,90.45833333333333,2.3333333333333335,,,86.25,6.541666666666667,6.541666666666667,0.9345833333333502,15.02.2013,Надежда,PM10,17.82793045043945,winter,19.16209602355957
1768,273.08458333333334,278.69166666666655,1013.9166666666666,90.45833333333333,2.3333333333333335,,,86.25,6.541666666666667,6.541666666666667,0.9345833333333502,15.02.2013,Орлов мост,PM10,19.16209602355957,winter,14.77208614349365
1769,273.08458333333334,278.69166666666655,1013.9166666666666,90.45833333333333,2.3333333333333335,,,86.25,6.541666666666667,6.541666666666667,0.9345833333333502,15.02.2013,Хиподрума,PM10,14.77208614349365,winter,2.9260001182556152
1770,273.08458333333334,278.69166666666655,1013.9166666666666,90.45833333333333,2.3333333333333335,,,86.25,6.541666666666667,6.541666666666667,0.9345833333333502,15.02.2013,Копитото,PM10,2.9260001182556152,winter,77.19895935058594
1778,271.1427272727273,275.7218181818181,1014.1363636363636,60.0,2.5454545454545454,,,36.0,3.409090909090909,3.5718181818181836,-1.0072727272727078,16.02.2013,Дружба,PM10,77.19895935058594,winter,49.27157974243164
1779,271.1427272727273,275.7218181818181,1014.1363636363636,60.0,2.5454545454545454,,,36.0,3.409090909090909,3.5718181818181836,-1.0072727272727078,16.02.2013,Павлово,PM10,49.27157974243164,winter,40.02578353881836
1780,271.1427272727273,275.7218181818181,1014.1363636363636,60.0,2.5454545454545454,,,36.0,3.409090909090909,3.5718181818181836,-1.0072727272727078,16.02.2013,Надежда,PM10,40.02578353881836,winter,65.19978332519531
1781,271.1427272727273,275.7218181818181,1014.1363636363636,60.0,2.5454545454545454,,,36.0,3.409090909090909,3.5718181818181836,-1.0072727272727078,16.02.2013,Орлов мост,PM10,65.19978332519531,winter,47.55137634277344
1782,271.1427272727273,275.7218181818181,1014.1363636363636,60.0,2.5454545454545454,,,36.0,3.409090909090909,3.5718181818181836,-1.0072727272727078,16.02.2013,Хиподрума,PM10,47.55137634277344,winter,21.92936134338379
1783,271.1427272727273,275.7218181818181,1014.1363636363636,60.0,2.5454545454545454,,,36.0,3.409090909090909,3.5718181818181836,-1.0072727272727078,16.02.2013,Копитото,PM10,21.92936134338379,winter,35.05316543579102
1791,270.79,275.1859999999999,1018.05,51.9,1.7,,,65.1,2.2,3.03600000000001,-1.3599999999999823,17.02.2013,Дружба,PM10,35.05316543579102,winter,42.64886474609375
1792,270.79,275.1859999999999,1018.05,51.9,1.7,,,65.1,2.2,3.03600000000001,-1.3599999999999823,17.02.2013,Павлово,PM10,42.64886474609375,winter,30.81708335876465
1793,270.79,275.1859999999999,1018.05,51.9,1.7,,,65.1,2.2,3.03600000000001,-1.3599999999999823,17.02.2013,Надежда,PM10,30.81708335876465,winter,40.93820190429688
1794,270.79,275.1859999999999,1018.05,51.9,1.7,,,65.1,2.2,3.03600000000001,-1.3599999999999823,17.02.2013,Орлов мост,PM10,40.93820190429688,winter,37.08208847045898
1795,270.79,275.1859999999999,1018.05,51.9,1.7,,,65.1,2.2,3.03600000000001,-1.3599999999999823,17.02.2013,Хиподрума,PM10,37.08208847045898,winter,11.971190452575678
1796,270.79,275.1859999999999,1018.05,51.9,1.7,,,65.1,2.2,3.03600000000001,-1.3599999999999823,17.02.2013,Копитото,PM10,11.971190452575678,winter,42.952125549316406
1804,270.5009523809524,276.0366666666666,1018.047619047619,21.666666666666668,1.6666666666666667,,,78.33333333333333,3.8095238095238093,3.8866666666666667,-1.6490476190475944,18.02.2013,Дружба,PM10,42.952125549316406,winter,47.73894882202148
1805,270.5009523809524,276.0366666666666,1018.047619047619,21.666666666666668,1.6666666666666667,,,78.33333333333333,3.8095238095238093,3.8866666666666667,-1.6490476190475944,18.02.2013,Павлово,PM10,47.73894882202148,winter,38.20159912109375
1806,270.5009523809524,276.0366666666666,1018.047619047619,21.666666666666668,1.6666666666666667,,,78.33333333333333,3.8095238095238093,3.8866666666666667,-1.6490476190475944,18.02.2013,Надежда,PM10,38.20159912109375,winter,48.72338485717773
1807,270.5009523809524,276.0366666666666,1018.047619047619,21.666666666666668,1.6666666666666667,,,78.33333333333333,3.8095238095238093,3.8866666666666667,-1.6490476190475944,18.02.2013,Орлов мост,PM10,48.72338485717773,winter,34.3209228515625
1808,270.5009523809524,276.0366666666666,1018.047619047619,21.666666666666668,1.6666666666666667,,,78.33333333333333,3.8095238095238093,3.8866666666666667,-1.6490476190475944,18.02.2013,Хиподрума,PM10,34.3209228515625,winter,24.30845832824707
1809,270.5009523809524,276.0366666666666,1018.047619047619,21.666666666666668,1.6666666666666667,,,78.33333333333333,3.8095238095238093,3.8866666666666667,-1.6490476190475944,18.02.2013,Копитото,PM10,24.30845832824707,winter,48.45685577392578
1817,270.6375,276.35749999999996,1016.75,30.3,4.4,,,78.5,4.05,4.207500000000001,-1.5124999999999857,19.02.2013,Дружба,PM10,48.45685577392578,winter,32.30160903930664
1818,270.6375,276.35749999999996,1016.75,30.3,4.4,,,78.5,4.05,4.207500000000001,-1.5124999999999857,19.02.2013,Павлово,PM10,32.30160903930664,winter,30.95208930969238
1819,270.6375,276.35749999999996,1016.75,30.3,4.4,,,78.5,4.05,4.207500000000001,-1.5124999999999857,19.02.2013,Надежда,PM10,30.95208930969238,winter,47.32844161987305
1820,270.6375,276.35749999999996,1016.75,30.3,4.4,,,78.5,4.05,4.207500000000001,-1.5124999999999857,19.02.2013,Орлов мост,PM10,47.32844161987305,winter,31.65524673461914
1821,270.6375,276.35749999999996,1016.75,30.3,4.4,,,78.5,4.05,4.207500000000001,-1.5124999999999857,19.02.2013,Хиподрума,PM10,31.65524673461914,winter,13.59617805480957
1822,270.6375,276.35749999999996,1016.75,30.3,4.4,,,78.5,4.05,4.207500000000001,-1.5124999999999857,19.02.2013,Копитото,PM10,13.59617805480957,winter,57.78523254394531
1830,270.763,274.3974999999999,1012.45,43.6,4.4,,,87.75,1.95,2.247500000000005,-1.3869999999999834,20.02.2013,Дружба,PM10,57.78523254394531,winter,66.50817108154297
1831,270.763,274.3974999999999,1012.45,43.6,4.4,,,87.75,1.95,2.247500000000005,-1.3869999999999834,20.02.2013,Павлово,PM10,66.50817108154297,winter,47.91809844970703
1832,270.763,274.3974999999999,1012.45,43.6,4.4,,,87.75,1.95,2.247500000000005,-1.3869999999999834,20.02.2013,Надежда,PM10,47.91809844970703,winter,59.981895446777344
1833,270.763,274.3974999999999,1012.45,43.6,4.4,,,87.75,1.95,2.247500000000005,-1.3869999999999834,20.02.2013,Орлов мост,PM10,59.981895446777344,winter,50.27356719970703
1834,270.763,274.3974999999999,1012.45,43.6,4.4,,,87.75,1.95,2.247500000000005,-1.3869999999999834,20.02.2013,Хиподрума,PM10,50.27356719970703,winter,14.261839866638178
1835,270.763,274.3974999999999,1012.45,43.6,4.4,,,87.75,1.95,2.247500000000005,-1.3869999999999834,20.02.2013,Копитото,PM10,14.261839866638178,winter,43.18036270141602
