,location,type,value,date,season
0,Дружба,PM10,533.8842163085939,01.01.2011,winter
1,Павлово,PM10,550.99951171875,01.01.2011,winter
2,Надежда,PM10,563.1102905273438,01.01.2011,winter
3,Орлов мост,PM10,553.935791015625,01.01.2011,winter
4,Хиподрума,PM10,603.5923461914062,01.01.2011,winter
5,Копитото,PM10,5.109692573547363,01.01.2011,winter
6,Дружба,PM10,439.7903442382812,02.01.2011,winter
7,Павлово,PM10,497.5596313476562,02.01.2011,winter
8,Надежда,PM10,572.875732421875,02.01.2011,winter
9,Орлов мост,PM10,564.6412963867188,02.01.2011,winter
10,Хиподрума,PM10,579.0767211914062,02.01.2011,winter
11,Копитото,PM10,14.50528049468994,02.01.2011,winter
12,Дружба,PM10,57.21858596801758,03.01.2011,winter
13,Павлово,PM10,38.5433235168457,03.01.2011,winter
14,Надежда,PM10,51.24270248413086,03.01.2011,winter
15,Орлов мост,PM10,57.58523559570312,03.01.2011,winter
16,Хиподрума,PM10,56.09777450561523,03.01.2011,winter
17,Копитото,PM10,4.246217727661134,03.01.2011,winter
18,Дружба,PM10,54.86091995239258,04.01.2011,winter
19,Павлово,PM10,55.634864807128906,04.01.2011,winter
20,Надежда,PM10,43.21650314331055,04.01.2011,winter
21,Орлов мост,PM10,51.55656814575195,04.01.2011,winter
22,Хиподрума,PM10,50.37272644042969,04.01.2011,winter
23,Копитото,PM10,17.54665374755859,04.01.2011,winter
24,Дружба,PM10,57.547645568847656,05.01.2011,winter
25,Павлово,PM10,32.798816680908196,05.01.2011,winter
26,Надежда,PM10,55.58372116088867,05.01.2011,winter
27,Орлов мост,PM10,48.20850372314453,05.01.2011,winter
28,Хиподрума,PM10,23.78515625,05.01.2011,winter
29,Копитото,PM10,19.0432186126709,05.01.2011,winter
30,Дружба,PM10,117.5171737670898,06.01.2011,winter
31,Павлово,PM10,112.8341751098633,06.01.2011,winter
32,Надежда,PM10,117.0868682861328,06.01.2011,winter
33,Орлов мост,PM10,124.8173141479492,06.01.2011,winter
34,Хиподрума,PM10,111.3699798583984,06.01.2011,winter
35,Копитото,PM10,23.35596466064453,06.01.2011,winter
36,Дружба,PM10,255.1301574707031,07.01.2011,winter
37,Павлово,PM10,318.5555114746094,07.01.2011,winter
38,Надежда,PM10,252.2180023193359,07.01.2011,winter
39,Орлов мост,PM10,326.2174377441406,07.01.2011,winter
40,Хиподрума,PM10,318.2513122558594,07.01.2011,winter
41,Копитото,PM10,5.76917028427124,07.01.2011,winter
42,Дружба,PM10,278.3345336914062,08.01.2011,winter
43,Павлово,PM10,415.100830078125,08.01.2011,winter
44,Надежда,PM10,399.8418884277344,08.01.2011,winter
45,Орлов мост,PM10,347.3922424316406,08.01.2011,winter
46,Хиподрума,PM10,428.8331604003906,08.01.2011,winter
47,Копитото,PM10,5.845527172088622,08.01.2011,winter
48,Дружба,PM10,396.8401794433594,09.01.2011,winter
49,Павлово,PM10,360.1455993652344,09.01.2011,winter
50,Надежда,PM10,549.9109497070311,09.01.2011,winter
51,Орлов мост,PM10,480.0197448730469,09.01.2011,winter
52,Хиподрума,PM10,606.0996704101562,09.01.2011,winter
53,Копитото,PM10,9.323119163513184,09.01.2011,winter
54,Дружба,PM10,285.4595336914062,10.01.2011,winter
55,Павлово,PM10,389.3230895996094,10.01.2011,winter
56,Надежда,PM10,452.8764343261719,10.01.2011,winter
57,Орлов мост,PM10,472.3402404785156,10.01.2011,winter
58,Хиподрума,PM10,588.1036376953125,10.01.2011,winter
59,Копитото,PM10,11.17634582519531,10.01.2011,winter
60,Дружба,PM10,285.4174499511719,11.01.2011,winter
61,Павлово,PM10,305.7827758789062,11.01.2011,winter
62,Надежда,PM10,275.24755859375,11.01.2011,winter
63,Орлов мост,PM10,339.6102600097656,11.01.2011,winter
64,Хиподрума,PM10,344.0665588378906,11.01.2011,winter
65,Копитото,PM10,20.50925254821777,11.01.2011,winter
66,Дружба,PM10,95.20387268066406,12.01.2011,winter
67,Павлово,PM10,134.0935363769531,12.01.2011,winter
68,Надежда,PM10,95.43843841552734,12.01.2011,winter
69,Орлов мост,PM10,89.91460418701172,12.01.2011,winter
70,Хиподрума,PM10,91.49913024902344,12.01.2011,winter
71,Копитото,PM10,19.85358428955078,12.01.2011,winter
72,Дружба,PM10,124.8344039916992,13.01.2011,winter
73,Павлово,PM10,124.1338958740234,13.01.2011,winter
74,Надежда,PM10,188.3804016113281,13.01.2011,winter
75,Орлов мост,PM10,161.3868865966797,13.01.2011,winter
76,Хиподрума,PM10,129.1614990234375,13.01.2011,winter
77,Копитото,PM10,14.118800163269038,13.01.2011,winter
78,Дружба,PM10,52.889915466308594,14.01.2011,winter
79,Павлово,PM10,42.16740798950195,14.01.2011,winter
80,Надежда,PM10,44.34962463378906,14.01.2011,winter
81,Орлов мост,PM10,38.0792121887207,14.01.2011,winter
82,Хиподрума,PM10,40.12754440307617,14.01.2011,winter
83,Копитото,PM10,8.165061950683594,14.01.2011,winter
84,Дружба,PM10,55.62622833251953,15.01.2011,winter
85,Павлово,PM10,36.17798614501953,15.01.2011,winter
86,Надежда,PM10,54.67202377319336,15.01.2011,winter
87,Орлов мост,PM10,59.2385368347168,15.01.2011,winter
88,Хиподрума,PM10,0.0,15.01.2011,winter
89,Копитото,PM10,11.15130138397217,15.01.2011,winter
90,Дружба,PM10,20.90409278869629,16.01.2011,winter
91,Павлово,PM10,20.85256195068359,16.01.2011,winter
92,Надежда,PM10,23.63607215881348,16.01.2011,winter
93,Орлов мост,PM10,22.27191543579102,16.01.2011,winter
94,Хиподрума,PM10,0.0,16.01.2011,winter
95,Копитото,PM10,3.5755939483642583,16.01.2011,winter
96,Дружба,PM10,122.8944625854492,17.01.2011,winter
97,Павлово,PM10,119.6997222900391,17.01.2011,winter
98,Надежда,PM10,113.83080291748051,17.01.2011,winter
99,Орлов мост,PM10,141.7472381591797,17.01.2011,winter
100,Хиподрума,PM10,0.0,17.01.2011,winter
101,Копитото,PM10,7.83740758895874,17.01.2011,winter
102,Дружба,PM10,223.2845458984375,18.01.2011,winter
103,Павлово,PM10,205.86102294921884,18.01.2011,winter
104,Надежда,PM10,241.1793212890625,18.01.2011,winter
105,Орлов мост,PM10,223.8107604980469,18.01.2011,winter
106,Хиподрума,PM10,271.12997436523443,18.01.2011,winter
107,Копитото,PM10,5.497588157653809,18.01.2011,winter
108,Дружба,PM10,244.4834136962891,19.01.2011,winter
109,Павлово,PM10,186.4341735839844,19.01.2011,winter
110,Надежда,PM10,290.8057556152344,19.01.2011,winter
111,Орлов мост,PM10,0.0,19.01.2011,winter
112,Хиподрума,PM10,246.6894989013672,19.01.2011,winter
113,Копитото,PM10,17.28488159179688,19.01.2011,winter
114,Дружба,PM10,135.7783355712891,20.01.2011,winter
115,Павлово,PM10,181.1938934326172,20.01.2011,winter
116,Надежда,PM10,155.1732177734375,20.01.2011,winter
117,Орлов мост,PM10,0.0,20.01.2011,winter
118,Хиподрума,PM10,169.2639923095703,20.01.2011,winter
119,Копитото,PM10,22.41398620605469,20.01.2011,winter
120,Дружба,PM10,62.83935928344727,21.01.2011,winter
121,Павлово,PM10,93.11390686035156,21.01.2011,winter
122,Надежда,PM10,74.34471130371094,21.01.2011,winter
123,Орлов мост,PM10,0.0,21.01.2011,winter
124,Хиподрума,PM10,68.40587615966797,21.01.2011,winter
125,Копитото,PM10,24.31240272521973,21.01.2011,winter
126,Дружба,PM10,34.14996337890625,22.01.2011,winter
127,Павлово,PM10,26.4672908782959,22.01.2011,winter
128,Надежда,PM10,31.12408447265625,22.01.2011,winter
129,Орлов мост,PM10,26.80286598205566,22.01.2011,winter
130,Хиподрума,PM10,30.84234046936035,22.01.2011,winter
131,Копитото,PM10,11.004823684692381,22.01.2011,winter
132,Дружба,PM10,28.89858055114746,23.01.2011,winter
133,Павлово,PM10,27.341876983642578,23.01.2011,winter
134,Надежда,PM10,31.07588768005371,23.01.2011,winter
135,Орлов мост,PM10,27.75033378601074,23.01.2011,winter
136,Хиподрума,PM10,29.09013557434082,23.01.2011,winter
137,Копитото,PM10,9.304390907287598,23.01.2011,winter
138,Дружба,PM10,32.79791641235352,24.01.2011,winter
139,Павлово,PM10,29.31342697143555,24.01.2011,winter
140,Надежда,PM10,35.05254364013672,24.01.2011,winter
141,Орлов мост,PM10,31.32809448242188,24.01.2011,winter
142,Хиподрума,PM10,28.96402168273926,24.01.2011,winter
143,Копитото,PM10,14.52354431152344,24.01.2011,winter
144,Дружба,PM10,53.074951171875,25.01.2011,winter
145,Павлово,PM10,38.92005157470703,25.01.2011,winter
146,Надежда,PM10,47.47256851196289,25.01.2011,winter
147,Орлов мост,PM10,41.07328414916992,25.01.2011,winter
148,Хиподрума,PM10,47.31273651123047,25.01.2011,winter
149,Копитото,PM10,20.41452217102051,25.01.2011,winter
150,Дружба,PM10,164.0490264892578,26.01.2011,winter
151,Павлово,PM10,190.0594482421875,26.01.2011,winter
152,Надежда,PM10,186.2566375732422,26.01.2011,winter
153,Орлов мост,PM10,167.0887451171875,26.01.2011,winter
154,Хиподрума,PM10,178.4847869873047,26.01.2011,winter
155,Копитото,PM10,12.09782123565674,26.01.2011,winter
156,Дружба,PM10,226.1793670654297,27.01.2011,winter
157,Павлово,PM10,325.06787109375,27.01.2011,winter
158,Надежда,PM10,314.8954467773438,27.01.2011,winter
159,Орлов мост,PM10,294.3145446777344,27.01.2011,winter
160,Хиподрума,PM10,319.478515625,27.01.2011,winter
161,Копитото,PM10,9.468432426452637,27.01.2011,winter
162,Дружба,PM10,176.1463623046875,28.01.2011,winter
163,Павлово,PM10,175.5658874511719,28.01.2011,winter
164,Надежда,PM10,220.7012786865234,28.01.2011,winter
165,Орлов мост,PM10,187.5087127685547,28.01.2011,winter
166,Хиподрума,PM10,179.95428466796884,28.01.2011,winter
167,Копитото,PM10,18.40411186218262,28.01.2011,winter
168,Дружба,PM10,112.83837127685551,29.01.2011,winter
169,Павлово,PM10,79.97752380371094,29.01.2011,winter
170,Надежда,PM10,51.115379333496094,29.01.2011,winter
171,Орлов мост,PM10,64.50692749023439,29.01.2011,winter
172,Хиподрума,PM10,73.49783325195312,29.01.2011,winter
173,Копитото,PM10,29.12741470336914,29.01.2011,winter
174,Дружба,PM10,218.7835693359375,30.01.2011,winter
175,Павлово,PM10,229.9927978515625,30.01.2011,winter
176,Надежда,PM10,208.31317138671884,30.01.2011,winter
177,Орлов мост,PM10,203.7297515869141,30.01.2011,winter
178,Хиподрума,PM10,232.7414855957031,30.01.2011,winter
179,Копитото,PM10,22.03577613830566,30.01.2011,winter
180,Дружба,PM10,201.89801025390616,31.01.2011,winter
181,Павлово,PM10,109.73279571533199,31.01.2011,winter
182,Надежда,PM10,238.2934265136719,31.01.2011,winter
183,Орлов мост,PM10,206.1695251464844,31.01.2011,winter
184,Хиподрума,PM10,153.4693756103516,31.01.2011,winter
185,Копитото,PM10,19.557292938232422,31.01.2011,winter
186,Дружба,PM10,175.7095489501953,01.02.2011,winter
187,Павлово,PM10,166.1362762451172,01.02.2011,winter
188,Надежда,PM10,163.6064453125,01.02.2011,winter
189,Орлов мост,PM10,174.448974609375,01.02.2011,winter
190,Хиподрума,PM10,159.877685546875,01.02.2011,winter
191,Копитото,PM10,10.32361888885498,01.02.2011,winter
192,Дружба,PM10,182.9994659423828,02.02.2011,winter
193,Павлово,PM10,224.0757141113281,02.02.2011,winter
194,Надежда,PM10,210.7567901611328,02.02.2011,winter
195,Орлов мост,PM10,184.4117431640625,02.02.2011,winter
196,Хиподрума,PM10,192.5909118652344,02.02.2011,winter
197,Копитото,PM10,15.012558937072749,02.02.2011,winter
198,Дружба,PM10,100.0177230834961,03.02.2011,winter
199,Павлово,PM10,98.42214965820312,03.02.2011,winter
200,Надежда,PM10,108.5679779052734,03.02.2011,winter
201,Орлов мост,PM10,88.64701080322266,03.02.2011,winter
202,Хиподрума,PM10,88.52787017822266,03.02.2011,winter
203,Копитото,PM10,29.0731086730957,03.02.2011,winter
204,Дружба,PM10,117.22119140625,04.02.2011,winter
205,Павлово,PM10,55.95081329345703,04.02.2011,winter
206,Надежда,PM10,137.2147216796875,04.02.2011,winter
207,Орлов мост,PM10,96.60404205322266,04.02.2011,winter
208,Хиподрума,PM10,65.80486297607422,04.02.2011,winter
209,Копитото,PM10,19.78115081787109,04.02.2011,winter
210,Дружба,PM10,117.0265121459961,05.02.2011,winter
211,Павлово,PM10,105.6925735473633,05.02.2011,winter
212,Надежда,PM10,143.2420196533203,05.02.2011,winter
213,Орлов мост,PM10,136.62593078613278,05.02.2011,winter
214,Хиподрума,PM10,113.3820343017578,05.02.2011,winter
215,Копитото,PM10,4.739419937133789,05.02.2011,winter
216,Дружба,PM10,116.5233001708984,06.02.2011,winter
217,Павлово,PM10,89.38282012939453,06.02.2011,winter
218,Надежда,PM10,195.3840789794922,06.02.2011,winter
219,Орлов мост,PM10,0.0,06.02.2011,winter
220,Хиподрума,PM10,110.0238876342773,06.02.2011,winter
221,Копитото,PM10,6.541346073150635,06.02.2011,winter
222,Дружба,PM10,60.62327575683594,07.02.2011,winter
223,Павлово,PM10,32.91738891601562,07.02.2011,winter
224,Надежда,PM10,58.88615417480469,07.02.2011,winter
225,Орлов мост,PM10,49.40963745117188,07.02.2011,winter
226,Хиподрума,PM10,40.58051300048828,07.02.2011,winter
227,Копитото,PM10,11.9629602432251,07.02.2011,winter
228,Дружба,PM10,127.0010604858398,08.02.2011,winter
229,Павлово,PM10,94.99640655517578,08.02.2011,winter
230,Надежда,PM10,209.1097412109375,08.02.2011,winter
231,Орлов мост,PM10,196.3021697998047,08.02.2011,winter
232,Хиподрума,PM10,134.5285491943359,08.02.2011,winter
233,Копитото,PM10,6.800859451293945,08.02.2011,winter
234,Дружба,PM10,51.110008239746094,09.02.2011,winter
235,Павлово,PM10,37.52560043334961,09.02.2011,winter
236,Надежда,PM10,43.66027450561523,09.02.2011,winter
237,Орлов мост,PM10,44.62594604492188,09.02.2011,winter
238,Хиподрума,PM10,41.07007217407227,09.02.2011,winter
239,Копитото,PM10,14.548624038696289,09.02.2011,winter
240,Дружба,PM10,42.65875625610352,10.02.2011,winter
241,Павлово,PM10,41.54396057128906,10.02.2011,winter
242,Надежда,PM10,44.30875015258789,10.02.2011,winter
243,Орлов мост,PM10,40.13180923461914,10.02.2011,winter
244,Хиподрума,PM10,36.47264099121094,10.02.2011,winter
245,Копитото,PM10,14.011402130126948,10.02.2011,winter
246,Дружба,PM10,176.78265380859384,11.02.2011,winter
247,Павлово,PM10,145.4255065917969,11.02.2011,winter
248,Надежда,PM10,168.2429504394531,11.02.2011,winter
249,Орлов мост,PM10,155.112548828125,11.02.2011,winter
250,Хиподрума,PM10,142.4747009277344,11.02.2011,winter
251,Копитото,PM10,11.5691967010498,11.02.2011,winter
252,Дружба,PM10,74.16849517822266,12.02.2011,winter
253,Павлово,PM10,49.20244598388672,12.02.2011,winter
254,Надежда,PM10,49.37604141235352,12.02.2011,winter
255,Орлов мост,PM10,81.44861602783203,12.02.2011,winter
256,Хиподрума,PM10,58.303321838378906,12.02.2011,winter
257,Копитото,PM10,20.87453269958496,12.02.2011,winter
258,Дружба,PM10,60.01860046386719,13.02.2011,winter
259,Павлово,PM10,66.1605224609375,13.02.2011,winter
260,Надежда,PM10,55.68647003173828,13.02.2011,winter
261,Орлов мост,PM10,52.43325805664062,13.02.2011,winter
262,Хиподрума,PM10,49.90532684326172,13.02.2011,winter
263,Копитото,PM10,16.09681510925293,13.02.2011,winter
264,Дружба,PM10,75.60670471191406,14.02.2011,winter
265,Павлово,PM10,96.2293701171875,14.02.2011,winter
266,Надежда,PM10,71.39433288574219,14.02.2011,winter
267,Орлов мост,PM10,77.60829162597656,14.02.2011,winter
268,Хиподрума,PM10,67.83474731445311,14.02.2011,winter
269,Копитото,PM10,36.19364547729492,14.02.2011,winter
270,Дружба,PM10,53.64160537719727,15.02.2011,winter
271,Павлово,PM10,50.23499298095703,15.02.2011,winter
272,Надежда,PM10,51.202880859375,15.02.2011,winter
273,Орлов мост,PM10,57.54423904418945,15.02.2011,winter
274,Хиподрума,PM10,44.13258743286133,15.02.2011,winter
275,Копитото,PM10,21.813495635986328,15.02.2011,winter
276,Дружба,PM10,47.90393829345703,16.02.2011,winter
277,Павлово,PM10,38.44635772705078,16.02.2011,winter
278,Надежда,PM10,43.37937545776367,16.02.2011,winter
279,Орлов мост,PM10,47.0474739074707,16.02.2011,winter
280,Хиподрума,PM10,36.64874267578125,16.02.2011,winter
281,Копитото,PM10,21.93618392944336,16.02.2011,winter
282,Дружба,PM10,41.14468383789062,17.02.2011,winter
283,Павлово,PM10,45.53858947753906,17.02.2011,winter
284,Надежда,PM10,41.864402770996094,17.02.2011,winter
285,Орлов мост,PM10,48.285301208496094,17.02.2011,winter
286,Хиподрума,PM10,38.82894515991211,17.02.2011,winter
287,Копитото,PM10,14.017650604248052,17.02.2011,winter
288,Дружба,PM10,46.486244201660156,18.02.2011,winter
289,Павлово,PM10,63.06513214111328,18.02.2011,winter
290,Надежда,PM10,43.690673828125,18.02.2011,winter
291,Орлов мост,PM10,57.12057495117188,18.02.2011,winter
292,Хиподрума,PM10,49.114952087402344,18.02.2011,winter
293,Копитото,PM10,16.89748954772949,18.02.2011,winter
294,Дружба,PM10,25.06510925292969,19.02.2011,winter
295,Павлово,PM10,31.79159545898438,19.02.2011,winter
296,Надежда,PM10,25.49997711181641,19.02.2011,winter
297,Орлов мост,PM10,26.348285675048828,19.02.2011,winter
298,Хиподрума,PM10,30.10021781921387,19.02.2011,winter
299,Копитото,PM10,10.995889663696289,19.02.2011,winter
300,Дружба,PM10,0.0,20.02.2011,winter
301,Павлово,PM10,30.70849800109863,20.02.2011,winter
302,Надежда,PM10,24.37784385681152,20.02.2011,winter
303,Орлов мост,PM10,23.07108116149902,20.02.2011,winter
304,Хиподрума,PM10,28.39489364624023,20.02.2011,winter
305,Копитото,PM10,3.490962028503418,20.02.2011,winter
306,Дружба,PM10,39.78010559082031,21.02.2011,winter
307,Павлово,PM10,33.212326049804695,21.02.2011,winter
308,Надежда,PM10,40.751731872558594,21.02.2011,winter
309,Орлов мост,PM10,43.11943435668945,21.02.2011,winter
310,Хиподрума,PM10,33.95049667358398,21.02.2011,winter
311,Копитото,PM10,13.42435932159424,21.02.2011,winter
312,Дружба,PM10,29.894245147705078,22.02.2011,winter
313,Павлово,PM10,23.44842910766602,22.02.2011,winter
314,Надежда,PM10,27.01359367370605,22.02.2011,winter
315,Орлов мост,PM10,31.74983978271484,22.02.2011,winter
316,Хиподрума,PM10,23.34513282775879,22.02.2011,winter
317,Копитото,PM10,13.39746952056885,22.02.2011,winter
318,Дружба,PM10,37.57328796386719,23.02.2011,winter
319,Павлово,PM10,29.65529823303223,23.02.2011,winter
320,Надежда,PM10,22.5999698638916,23.02.2011,winter
321,Орлов мост,PM10,31.46131706237793,23.02.2011,winter
322,Хиподрума,PM10,27.02406120300293,23.02.2011,winter
323,Копитото,PM10,11.93439197540283,23.02.2011,winter
324,Дружба,PM10,34.41360092163086,24.02.2011,winter
325,Павлово,PM10,29.25232887268066,24.02.2011,winter
326,Надежда,PM10,27.27681732177734,24.02.2011,winter
327,Орлов мост,PM10,38.15259552001953,24.02.2011,winter
328,Хиподрума,PM10,29.87142372131348,24.02.2011,winter
329,Копитото,PM10,8.064421653747559,24.02.2011,winter
330,Дружба,PM10,42.5732307434082,25.02.2011,winter
331,Павлово,PM10,36.281639099121094,25.02.2011,winter
332,Надежда,PM10,39.96552276611328,25.02.2011,winter
333,Орлов мост,PM10,42.65692520141602,25.02.2011,winter
334,Хиподрума,PM10,35.31010818481445,25.02.2011,winter
335,Копитото,PM10,20.45766258239746,25.02.2011,winter
336,Дружба,PM10,59.9306640625,26.02.2011,winter
337,Павлово,PM10,50.92587280273438,26.02.2011,winter
338,Надежда,PM10,45.91555786132812,26.02.2011,winter
339,Орлов мост,PM10,53.426414489746094,26.02.2011,winter
340,Хиподрума,PM10,49.37527847290039,26.02.2011,winter
341,Копитото,PM10,32.31897735595703,26.02.2011,winter
342,Дружба,PM10,50.59900665283203,27.02.2011,winter
343,Павлово,PM10,40.28927612304688,27.02.2011,winter
344,Надежда,PM10,45.284934997558594,27.02.2011,winter
345,Орлов мост,PM10,47.78362655639648,27.02.2011,winter
346,Хиподрума,PM10,38.067893981933594,27.02.2011,winter
347,Копитото,PM10,31.20346260070801,27.02.2011,winter
348,Дружба,PM10,66.21089172363281,28.02.2011,winter
349,Павлово,PM10,75.68883514404297,28.02.2011,winter
350,Надежда,PM10,59.71684265136719,28.02.2011,winter
351,Орлов мост,PM10,69.00302124023439,28.02.2011,winter
352,Хиподрума,PM10,64.7448959350586,28.02.2011,winter
353,Копитото,PM10,54.11072540283203,28.02.2011,winter
354,Дружба,PM10,56.72423934936523,01.03.2011,winter
355,Павлово,PM10,52.64640426635742,01.03.2011,winter
356,Надежда,PM10,54.554786682128906,01.03.2011,winter
357,Орлов мост,PM10,56.63911437988281,01.03.2011,winter
358,Хиподрума,PM10,43.08693313598633,01.03.2011,winter
359,Копитото,PM10,33.72299957275391,01.03.2011,winter
360,Дружба,PM10,46.44786071777344,02.03.2011,winter
361,Павлово,PM10,25.69709396362305,02.03.2011,winter
362,Надежда,PM10,50.70343399047852,02.03.2011,winter
363,Орлов мост,PM10,40.516746520996094,02.03.2011,winter
364,Хиподрума,PM10,29.65478515625,02.03.2011,winter
365,Копитото,PM10,27.956298828125,02.03.2011,winter
366,Дружба,PM10,38.18605041503906,03.03.2011,winter
367,Павлово,PM10,25.37596130371094,03.03.2011,winter
368,Надежда,PM10,35.13051986694336,03.03.2011,winter
369,Орлов мост,PM10,38.57329177856445,03.03.2011,winter
370,Хиподрума,PM10,26.70772743225098,03.03.2011,winter
371,Копитото,PM10,27.4103889465332,03.03.2011,winter
372,Дружба,PM10,52.22550964355469,04.03.2011,winter
373,Павлово,PM10,91.54171752929688,04.03.2011,winter
374,Надежда,PM10,70.6020736694336,04.03.2011,winter
375,Орлов мост,PM10,68.0457992553711,04.03.2011,winter
376,Хиподрума,PM10,76.11540222167969,04.03.2011,winter
377,Копитото,PM10,40.41616821289062,04.03.2011,winter
378,Дружба,PM10,86.40371704101562,05.03.2011,winter
379,Павлово,PM10,81.81880187988281,05.03.2011,winter
380,Надежда,PM10,75.87841033935547,05.03.2011,winter
381,Орлов мост,PM10,84.39678955078125,05.03.2011,winter
382,Хиподрума,PM10,76.14847564697266,05.03.2011,winter
383,Копитото,PM10,0.0,05.03.2011,winter
384,Дружба,PM10,60.37039566040039,06.03.2011,winter
385,Павлово,PM10,42.09469985961914,06.03.2011,winter
386,Надежда,PM10,53.92158126831055,06.03.2011,winter
387,Орлов мост,PM10,49.91081237792969,06.03.2011,winter
388,Хиподрума,PM10,42.307395935058594,06.03.2011,winter
389,Копитото,PM10,0.0,06.03.2011,winter
390,Дружба,PM10,28.58732414245605,07.03.2011,winter
391,Павлово,PM10,16.69498825073242,07.03.2011,winter
392,Надежда,PM10,26.74102973937988,07.03.2011,winter
393,Орлов мост,PM10,23.9156551361084,07.03.2011,winter
394,Хиподрума,PM10,18.19196701049805,07.03.2011,winter
395,Копитото,PM10,11.647289276123052,07.03.2011,winter
396,Дружба,PM10,34.02699661254883,08.03.2011,winter
397,Павлово,PM10,37.52460479736328,08.03.2011,winter
398,Надежда,PM10,37.73094177246094,08.03.2011,winter
399,Орлов мост,PM10,0.0,08.03.2011,winter
400,Хиподрума,PM10,25.9764575958252,08.03.2011,winter
401,Копитото,PM10,14.204183578491211,08.03.2011,winter
402,Дружба,PM10,57.52704620361328,09.03.2011,winter
403,Павлово,PM10,72.95587158203125,09.03.2011,winter
404,Надежда,PM10,65.49547576904297,09.03.2011,winter
405,Орлов мост,PM10,69.21051788330078,09.03.2011,winter
406,Хиподрума,PM10,70.2130355834961,09.03.2011,winter
407,Копитото,PM10,18.53793334960938,09.03.2011,winter
408,Дружба,PM10,65.1307373046875,10.03.2011,winter
409,Павлово,PM10,61.84934997558594,10.03.2011,winter
410,Надежда,PM10,57.37715530395508,10.03.2011,winter
411,Орлов мост,PM10,61.42766952514648,10.03.2011,winter
412,Хиподрума,PM10,59.55986022949219,10.03.2011,winter
413,Копитото,PM10,12.889015197753912,10.03.2011,winter
414,Дружба,PM10,103.87664794921879,11.03.2011,winter
415,Павлово,PM10,63.165916442871094,11.03.2011,winter
416,Надежда,PM10,85.45480346679688,11.03.2011,winter
417,Орлов мост,PM10,96.59919738769531,11.03.2011,winter
418,Хиподрума,PM10,60.98959350585938,11.03.2011,winter
419,Копитото,PM10,27.4864501953125,11.03.2011,winter
420,Дружба,PM10,85.94022369384766,12.03.2011,winter
421,Павлово,PM10,108.28683471679692,12.03.2011,winter
422,Надежда,PM10,123.89541625976558,12.03.2011,winter
423,Орлов мост,PM10,145.4482727050781,12.03.2011,winter
424,Хиподрума,PM10,109.01400756835942,12.03.2011,winter
425,Копитото,PM10,33.3914794921875,12.03.2011,winter
426,Дружба,PM10,68.44012451171875,13.03.2011,winter
427,Павлово,PM10,84.43062591552734,13.03.2011,winter
428,Надежда,PM10,104.25424194335942,13.03.2011,winter
429,Орлов мост,PM10,99.3104248046875,13.03.2011,winter
430,Хиподрума,PM10,94.72906494140624,13.03.2011,winter
431,Копитото,PM10,22.46259117126465,13.03.2011,winter
432,Дружба,PM10,99.08690643310548,14.03.2011,winter
433,Павлово,PM10,86.68084716796875,14.03.2011,winter
434,Надежда,PM10,113.63528442382808,14.03.2011,winter
435,Орлов мост,PM10,112.3411178588867,14.03.2011,winter
436,Хиподрума,PM10,92.96383666992188,14.03.2011,winter
437,Копитото,PM10,15.16266918182373,14.03.2011,winter
438,Дружба,PM10,83.60931396484375,15.03.2011,winter
439,Павлово,PM10,106.1671142578125,15.03.2011,winter
440,Надежда,PM10,110.2640609741211,15.03.2011,winter
441,Орлов мост,PM10,118.7494659423828,15.03.2011,winter
442,Хиподрума,PM10,126.7946243286133,15.03.2011,winter
443,Копитото,PM10,21.36973762512207,15.03.2011,winter
444,Дружба,PM10,89.19380950927734,16.03.2011,winter
445,Павлово,PM10,85.06920623779297,16.03.2011,winter
446,Надежда,PM10,83.7818832397461,16.03.2011,winter
447,Орлов мост,PM10,77.14515686035156,16.03.2011,winter
448,Хиподрума,PM10,79.38679504394531,16.03.2011,winter
449,Копитото,PM10,24.69149780273438,16.03.2011,winter
450,Дружба,PM10,51.09994125366211,17.03.2011,winter
451,Павлово,PM10,43.9432487487793,17.03.2011,winter
452,Надежда,PM10,66.4818115234375,17.03.2011,winter
453,Орлов мост,PM10,61.56783676147461,17.03.2011,winter
454,Хиподрума,PM10,49.80921173095703,17.03.2011,winter
455,Копитото,PM10,30.34904479980469,17.03.2011,winter
456,Дружба,PM10,40.16281127929688,18.03.2011,winter
457,Павлово,PM10,53.63755798339844,18.03.2011,winter
458,Надежда,PM10,42.08108901977539,18.03.2011,winter
459,Орлов мост,PM10,49.97002410888672,18.03.2011,winter
460,Хиподрума,PM10,52.68026351928711,18.03.2011,winter
461,Копитото,PM10,0.0,18.03.2011,winter
462,Дружба,PM10,23.07654190063477,19.03.2011,winter
463,Павлово,PM10,18.95404624938965,19.03.2011,winter
464,Надежда,PM10,18.08023262023926,19.03.2011,winter
465,Орлов мост,PM10,20.42599105834961,19.03.2011,winter
466,Хиподрума,PM10,20.546184539794922,19.03.2011,winter
467,Копитото,PM10,0.0,19.03.2011,winter
468,Дружба,PM10,15.75159549713135,20.03.2011,winter
469,Павлово,PM10,14.76152515411377,20.03.2011,winter
470,Надежда,PM10,13.25990295410156,20.03.2011,winter
471,Орлов мост,PM10,22.04422950744629,20.03.2011,winter
472,Хиподрума,PM10,13.71766757965088,20.03.2011,winter
