,location,type,value,date,season
3553,Павлово,PM10,18.87303924560547,15.08.2012,summer
3554,Надежда,PM10,23.4189567565918,15.08.2012,summer
3555,Орлов мост,PM10,26.22453880310059,15.08.2012,summer
3556,Хиподрума,PM10,23.42051124572754,15.08.2012,summer
3557,Копитото,PM10,16.99074935913086,15.08.2012,summer
3558,Дружба,PM10,20.54723930358887,16.08.2012,summer
3559,Павлово,PM10,20.92008781433105,16.08.2012,summer
3560,Надежда,PM10,21.34720230102539,16.08.2012,summer
3561,Орлов мост,PM10,32.59429168701172,16.08.2012,summer
3562,Хиподрума,PM10,25.58371543884277,16.08.2012,summer
3563,Копитото,PM10,18.99397468566895,16.08.2012,summer
3564,Дружба,PM10,21.82246398925781,17.08.2012,summer
3565,Павлово,PM10,19.33567810058594,17.08.2012,summer
3566,Надежда,PM10,21.71359825134277,17.08.2012,summer
3567,Орлов мост,PM10,34.79862213134766,17.08.2012,summer
3568,Хиподрума,PM10,24.435077667236328,17.08.2012,summer
3569,Копитото,PM10,17.94206047058105,17.08.2012,summer
3570,Дружба,PM10,25.28004455566406,18.08.2012,summer
3571,Павлово,PM10,27.01708984375,18.08.2012,summer
3572,Надежда,PM10,23.46743583679199,18.08.2012,summer
3573,Орлов мост,PM10,31.77084350585938,18.08.2012,summer
3574,Хиподрума,PM10,30.81965065002441,18.08.2012,summer
3575,Копитото,PM10,24.68963050842285,18.08.2012,summer
3576,Дружба,PM10,29.81069183349609,19.08.2012,summer
3577,Павлово,PM10,29.850341796875,19.08.2012,summer
3578,Надежда,PM10,25.58836936950684,19.08.2012,summer
3579,Орлов мост,PM10,36.21845245361328,19.08.2012,summer
3580,Хиподрума,PM10,31.38594818115234,19.08.2012,summer
3581,Копитото,PM10,31.47166633605957,19.08.2012,summer
3582,Дружба,PM10,29.47686767578125,20.08.2012,summer
3583,Павлово,PM10,35.13379669189453,20.08.2012,summer
3584,Надежда,PM10,29.12739562988281,20.08.2012,summer
3585,Орлов мост,PM10,46.59003829956055,20.08.2012,summer
3586,Хиподрума,PM10,35.63570022583008,20.08.2012,summer
3587,Копитото,PM10,31.97894668579102,20.08.2012,summer
3588,Дружба,PM10,24.29536247253418,21.08.2012,summer
3589,Павлово,PM10,32.49355697631836,21.08.2012,summer
3590,Надежда,PM10,28.84178924560547,21.08.2012,summer
3591,Орлов мост,PM10,36.45941925048828,21.08.2012,summer
3592,Хиподрума,PM10,31.8631534576416,21.08.2012,summer
3593,Копитото,PM10,23.21980857849121,21.08.2012,summer
3594,Дружба,PM10,26.42434883117676,22.08.2012,summer
3595,Павлово,PM10,29.92420768737793,22.08.2012,summer
3596,Надежда,PM10,30.30789756774902,22.08.2012,summer
3597,Орлов мост,PM10,40.35210800170898,22.08.2012,summer
3598,Хиподрума,PM10,32.92761611938477,22.08.2012,summer
3599,Копитото,PM10,23.46141815185547,22.08.2012,summer
3600,Дружба,PM10,33.72285842895508,23.08.2012,summer
3601,Павлово,PM10,37.99805450439453,23.08.2012,summer
3602,Надежда,PM10,35.00087356567383,23.08.2012,summer
3603,Орлов мост,PM10,60.79579544067383,23.08.2012,summer
3604,Хиподрума,PM10,43.66093063354492,23.08.2012,summer
3605,Копитото,PM10,32.550399780273445,23.08.2012,summer
3606,Дружба,PM10,40.41163635253906,24.08.2012,summer
3607,Павлово,PM10,47.39372634887695,24.08.2012,summer
3608,Надежда,PM10,41.61210632324219,24.08.2012,summer
3609,Орлов мост,PM10,46.41277313232422,24.08.2012,summer
3610,Хиподрума,PM10,48.48868179321289,24.08.2012,summer
3611,Копитото,PM10,41.40632247924805,24.08.2012,summer
3612,Дружба,PM10,41.86899185180664,25.08.2012,summer
3613,Павлово,PM10,46.78331756591797,25.08.2012,summer
3614,Надежда,PM10,43.62228012084961,25.08.2012,summer
3615,Орлов мост,PM10,51.07350158691406,25.08.2012,summer
3616,Хиподрума,PM10,47.68107604980469,25.08.2012,summer
3617,Копитото,PM10,49.38309860229492,25.08.2012,summer
3618,Дружба,PM10,33.46034622192383,26.08.2012,summer
3619,Павлово,PM10,38.13760757446289,26.08.2012,summer
3620,Надежда,PM10,37.50578308105469,26.08.2012,summer
3621,Орлов мост,PM10,36.75091171264648,26.08.2012,summer
3622,Хиподрума,PM10,38.40754318237305,26.08.2012,summer
3623,Копитото,PM10,41.27097702026367,26.08.2012,summer
3624,Дружба,PM10,30.82042121887207,27.08.2012,summer
3625,Павлово,PM10,28.75923347473145,27.08.2012,summer
3626,Надежда,PM10,23.31688117980957,27.08.2012,summer
3627,Орлов мост,PM10,26.507343292236328,27.08.2012,summer
3628,Хиподрума,PM10,30.24603271484375,27.08.2012,summer
3629,Копитото,PM10,30.47146987915039,27.08.2012,summer
3630,Дружба,PM10,15.286341667175288,28.08.2012,summer
3631,Павлово,PM10,12.99683952331543,28.08.2012,summer
3632,Надежда,PM10,15.351356506347662,28.08.2012,summer
3633,Орлов мост,PM10,15.73039722442627,28.08.2012,summer
3634,Хиподрума,PM10,16.405706405639652,28.08.2012,summer
3635,Копитото,PM10,15.15074062347412,28.08.2012,summer
3636,Дружба,PM10,21.42431259155273,29.08.2012,summer
3637,Павлово,PM10,23.40961074829102,29.08.2012,summer
3638,Надежда,PM10,21.11648178100586,29.08.2012,summer
3639,Орлов мост,PM10,33.248157501220696,29.08.2012,summer
3640,Хиподрума,PM10,25.55632591247559,29.08.2012,summer
3641,Копитото,PM10,16.52396011352539,29.08.2012,summer
3642,Дружба,PM10,26.01289558410645,30.08.2012,summer
3643,Павлово,PM10,29.29755401611328,30.08.2012,summer
3644,Надежда,PM10,27.2427864074707,30.08.2012,summer
3645,Орлов мост,PM10,41.100990295410156,30.08.2012,summer
3646,Хиподрума,PM10,32.26791763305664,30.08.2012,summer
3647,Копитото,PM10,21.32805824279785,30.08.2012,summer
3648,Дружба,PM10,28.48504638671875,31.08.2012,summer
3649,Павлово,PM10,27.210857391357422,31.08.2012,summer
3650,Надежда,PM10,26.636005401611328,31.08.2012,summer
3651,Орлов мост,PM10,26.47900009155273,31.08.2012,summer
3652,Хиподрума,PM10,29.74359512329102,31.08.2012,summer
3653,Копитото,PM10,26.60006332397461,31.08.2012,summer
3654,Дружба,PM10,23.6590518951416,01.09.2012,summer
3655,Павлово,PM10,23.16252517700195,01.09.2012,summer
3656,Надежда,PM10,22.33687973022461,01.09.2012,summer
3657,Орлов мост,PM10,24.20185852050781,01.09.2012,summer
3658,Хиподрума,PM10,21.62177467346191,01.09.2012,summer
3659,Копитото,PM10,21.3507137298584,01.09.2012,summer
3660,Дружба,PM10,26.05206298828125,02.09.2012,summer
3661,Павлово,PM10,22.28215026855469,02.09.2012,summer
3662,Надежда,PM10,21.12193870544434,02.09.2012,summer
3663,Орлов мост,PM10,28.62262535095215,02.09.2012,summer
3664,Хиподрума,PM10,22.15930938720703,02.09.2012,summer
3665,Копитото,PM10,24.23941612243652,02.09.2012,summer
3666,Дружба,PM10,30.50066184997559,03.09.2012,summer
3667,Павлово,PM10,24.30831146240234,03.09.2012,summer
3668,Надежда,PM10,26.95099067687988,03.09.2012,summer
3669,Орлов мост,PM10,28.61909294128418,03.09.2012,summer
3670,Хиподрума,PM10,23.46511077880859,03.09.2012,summer
3671,Копитото,PM10,19.12553977966309,03.09.2012,summer
3672,Дружба,PM10,32.25531387329102,04.09.2012,summer
3673,Павлово,PM10,26.06760406494141,04.09.2012,summer
3674,Надежда,PM10,28.21672630310059,04.09.2012,summer
3675,Орлов мост,PM10,31.45506286621094,04.09.2012,summer
3676,Хиподрума,PM10,26.097003936767578,04.09.2012,summer
3677,Копитото,PM10,22.79717063903809,04.09.2012,summer
3678,Дружба,PM10,36.38770294189453,05.09.2012,summer
3679,Павлово,PM10,30.39065361022949,05.09.2012,summer
3680,Надежда,PM10,35.337989807128906,05.09.2012,summer
3681,Орлов мост,PM10,40.27466201782227,05.09.2012,summer
3682,Хиподрума,PM10,33.00250244140625,05.09.2012,summer
3683,Копитото,PM10,26.98763656616211,05.09.2012,summer
3684,Дружба,PM10,36.46467208862305,06.09.2012,summer
3685,Павлово,PM10,33.03908157348633,06.09.2012,summer
3686,Надежда,PM10,30.37095642089844,06.09.2012,summer
3687,Орлов мост,PM10,38.44629287719727,06.09.2012,summer
3688,Хиподрума,PM10,36.37635040283203,06.09.2012,summer
3689,Копитото,PM10,31.56201553344727,06.09.2012,summer
3690,Дружба,PM10,38.88052749633789,07.09.2012,summer
3691,Павлово,PM10,40.22589874267578,07.09.2012,summer
3692,Надежда,PM10,30.6082878112793,07.09.2012,summer
3693,Орлов мост,PM10,45.69196319580078,07.09.2012,summer
3694,Хиподрума,PM10,43.36559295654297,07.09.2012,summer
3695,Копитото,PM10,50.55374145507812,07.09.2012,summer
3696,Дружба,PM10,21.79634094238281,08.09.2012,summer
3697,Павлово,PM10,17.80709648132324,08.09.2012,summer
3698,Надежда,PM10,19.84861183166504,08.09.2012,summer
3699,Орлов мост,PM10,19.45680809020996,08.09.2012,summer
3700,Хиподрума,PM10,20.80731582641602,08.09.2012,summer
3701,Копитото,PM10,16.45514106750488,08.09.2012,summer
3702,Дружба,PM10,23.32977294921875,09.09.2012,summer
3703,Павлово,PM10,21.60618019104004,09.09.2012,summer
3704,Надежда,PM10,20.40242576599121,09.09.2012,summer
3705,Орлов мост,PM10,31.53697204589844,09.09.2012,summer
3706,Хиподрума,PM10,23.63446426391602,09.09.2012,summer
3707,Копитото,PM10,18.24404144287109,09.09.2012,summer
3708,Дружба,PM10,24.6141357421875,10.09.2012,summer
3709,Павлово,PM10,25.99219512939453,10.09.2012,summer
3710,Надежда,PM10,24.47866439819336,10.09.2012,summer
3711,Орлов мост,PM10,28.957866668701172,10.09.2012,summer
3712,Хиподрума,PM10,25.236492156982422,10.09.2012,summer
3713,Копитото,PM10,21.27685165405273,10.09.2012,summer
3714,Дружба,PM10,23.22000122070312,11.09.2012,summer
3715,Павлово,PM10,25.39268493652344,11.09.2012,summer
3716,Надежда,PM10,22.12401962280273,11.09.2012,summer
3717,Орлов мост,PM10,28.2202091217041,11.09.2012,summer
3718,Хиподрума,PM10,24.3439998626709,11.09.2012,summer
3719,Копитото,PM10,20.98969078063965,11.09.2012,summer
3720,Дружба,PM10,22.0015926361084,12.09.2012,summer
3721,Павлово,PM10,22.9094066619873,12.09.2012,summer
3722,Надежда,PM10,19.21885108947754,12.09.2012,summer
3723,Орлов мост,PM10,27.08405113220215,12.09.2012,summer
3724,Хиподрума,PM10,21.92973518371582,12.09.2012,summer
3725,Копитото,PM10,20.9022102355957,12.09.2012,summer
3726,Дружба,PM10,31.88320159912109,13.09.2012,summer
3727,Павлово,PM10,31.80352783203125,13.09.2012,summer
3728,Надежда,PM10,27.23575401306152,13.09.2012,summer
3729,Орлов мост,PM10,38.11680603027344,13.09.2012,summer
3730,Хиподрума,PM10,32.94675445556641,13.09.2012,summer
3731,Копитото,PM10,26.7092342376709,13.09.2012,summer
3732,Дружба,PM10,34.416736602783196,14.09.2012,summer
3733,Павлово,PM10,33.90238571166992,14.09.2012,summer
3734,Надежда,PM10,28.03907775878906,14.09.2012,summer
3735,Орлов мост,PM10,47.70093154907227,14.09.2012,summer
3736,Хиподрума,PM10,41.76674270629883,14.09.2012,summer
3737,Копитото,PM10,23.46554946899414,14.09.2012,summer
3738,Дружба,PM10,18.38514709472656,15.09.2012,summer
3739,Павлово,PM10,22.7349910736084,15.09.2012,summer
3740,Надежда,PM10,17.0494384765625,15.09.2012,summer
3741,Орлов мост,PM10,32.81326293945312,15.09.2012,summer
3742,Хиподрума,PM10,29.94613456726074,15.09.2012,summer
3743,Копитото,PM10,16.38216018676758,15.09.2012,summer
3744,Дружба,PM10,26.95510864257812,16.09.2012,summer
3745,Павлово,PM10,21.06991386413574,16.09.2012,summer
3746,Надежда,PM10,18.35736465454102,16.09.2012,summer
3747,Орлов мост,PM10,30.95503234863281,16.09.2012,summer
3748,Хиподрума,PM10,30.04989242553711,16.09.2012,summer
3749,Копитото,PM10,9.383691787719727,16.09.2012,summer
3750,Дружба,PM10,20.14029502868652,17.09.2012,summer
3751,Павлово,PM10,21.5512580871582,17.09.2012,summer
3752,Надежда,PM10,17.21750640869141,17.09.2012,summer
3753,Орлов мост,PM10,30.56972885131836,17.09.2012,summer
3754,Хиподрума,PM10,23.42701721191406,17.09.2012,summer
3755,Копитото,PM10,8.009750366210938,17.09.2012,summer
3756,Дружба,PM10,24.84012413024902,18.09.2012,summer
3757,Павлово,PM10,29.46653938293457,18.09.2012,summer
3758,Надежда,PM10,20.85663032531738,18.09.2012,summer
3759,Орлов мост,PM10,36.12390518188477,18.09.2012,summer
3760,Хиподрума,PM10,28.00992393493652,18.09.2012,summer
3761,Копитото,PM10,14.78883743286133,18.09.2012,summer
3762,Дружба,PM10,25.75458335876465,19.09.2012,summer
3763,Павлово,PM10,30.68256568908691,19.09.2012,summer
3764,Надежда,PM10,25.7155876159668,19.09.2012,summer
3765,Орлов мост,PM10,36.09646224975586,19.09.2012,summer
3766,Хиподрума,PM10,32.52201080322266,19.09.2012,summer
3767,Копитото,PM10,24.510395050048828,19.09.2012,summer
3768,Дружба,PM10,24.42101097106934,20.09.2012,summer
3769,Павлово,PM10,30.43651962280273,20.09.2012,summer
3770,Надежда,PM10,22.06693077087402,20.09.2012,summer
3771,Орлов мост,PM10,30.893474578857422,20.09.2012,summer
3772,Хиподрума,PM10,32.57416534423828,20.09.2012,summer
3773,Копитото,PM10,31.50752067565918,20.09.2012,summer
3774,Дружба,PM10,9.997769355773926,21.09.2012,summer
3775,Павлово,PM10,7.8477439880371085,21.09.2012,summer
3776,Надежда,PM10,9.223727226257324,21.09.2012,summer
3777,Орлов мост,PM10,9.842236518859863,21.09.2012,summer
3778,Хиподрума,PM10,9.296718597412108,21.09.2012,summer
3779,Копитото,PM10,4.189148902893066,21.09.2012,summer
3780,Дружба,PM10,16.82322883605957,22.09.2012,summer
3781,Павлово,PM10,13.25119209289551,22.09.2012,summer
3782,Надежда,PM10,15.68473720550537,22.09.2012,summer
3783,Орлов мост,PM10,28.27242469787598,22.09.2012,summer
3784,Хиподрума,PM10,17.53130722045898,22.09.2012,summer
3785,Копитото,PM10,6.8674516677856445,22.09.2012,summer
3786,Дружба,PM10,22.54980087280273,23.09.2012,autumn
3787,Павлово,PM10,23.1555347442627,23.09.2012,autumn
3788,Надежда,PM10,28.71803092956543,23.09.2012,autumn
3789,Орлов мост,PM10,40.62926864624023,23.09.2012,autumn
3790,Хиподрума,PM10,30.10901832580566,23.09.2012,autumn
3791,Копитото,PM10,14.442148208618159,23.09.2012,autumn
3792,Дружба,PM10,34.856887817382805,24.09.2012,autumn
3793,Павлово,PM10,38.42156982421875,24.09.2012,autumn
3794,Надежда,PM10,32.062366485595696,24.09.2012,autumn
3795,Орлов мост,PM10,53.68454360961914,24.09.2012,autumn
3796,Хиподрума,PM10,41.00812530517578,24.09.2012,autumn
3797,Копитото,PM10,24.00846672058105,24.09.2012,autumn
3798,Дружба,PM10,39.23028182983398,25.09.2012,autumn
3799,Павлово,PM10,44.34178161621094,25.09.2012,autumn
3800,Надежда,PM10,34.937240600585945,25.09.2012,autumn
3801,Орлов мост,PM10,58.13618469238281,25.09.2012,autumn
3802,Хиподрума,PM10,45.7409782409668,25.09.2012,autumn
3803,Копитото,PM10,29.27404403686523,25.09.2012,autumn
3804,Дружба,PM10,30.88408660888672,26.09.2012,autumn
3805,Павлово,PM10,34.00296401977539,26.09.2012,autumn
3806,Надежда,PM10,24.42047500610352,26.09.2012,autumn
3807,Орлов мост,PM10,49.58960723876953,26.09.2012,autumn
3808,Хиподрума,PM10,34.506214141845696,26.09.2012,autumn
3809,Копитото,PM10,23.59234237670898,26.09.2012,autumn
3810,Дружба,PM10,31.52519035339355,27.09.2012,autumn
3811,Павлово,PM10,45.07500076293945,27.09.2012,autumn
3812,Надежда,PM10,33.700817108154304,27.09.2012,autumn
3813,Орлов мост,PM10,60.42040252685547,27.09.2012,autumn
3814,Хиподрума,PM10,46.334800720214844,27.09.2012,autumn
3815,Копитото,PM10,26.96933937072754,27.09.2012,autumn
3816,Дружба,PM10,34.99758911132812,28.09.2012,autumn
3817,Павлово,PM10,47.04845428466797,28.09.2012,autumn
3818,Надежда,PM10,37.51531600952148,28.09.2012,autumn
3819,Орлов мост,PM10,62.86037063598633,28.09.2012,autumn
3820,Хиподрума,PM10,51.92270278930664,28.09.2012,autumn
3821,Копитото,PM10,33.16824340820312,28.09.2012,autumn
3822,Дружба,PM10,35.43502807617188,29.09.2012,autumn
3823,Павлово,PM10,49.40933227539062,29.09.2012,autumn
3824,Надежда,PM10,36.17937088012695,29.09.2012,autumn
3825,Орлов мост,PM10,58.35932922363281,29.09.2012,autumn
3826,Хиподрума,PM10,55.22387313842773,29.09.2012,autumn
3827,Копитото,PM10,31.84267997741699,29.09.2012,autumn
3828,Дружба,PM10,36.1475944519043,30.09.2012,autumn
3829,Павлово,PM10,43.05794143676758,30.09.2012,autumn
3830,Надежда,PM10,39.72629165649414,30.09.2012,autumn
3831,Орлов мост,PM10,56.50510787963867,30.09.2012,autumn
3832,Хиподрума,PM10,46.95242309570312,30.09.2012,autumn
3833,Копитото,PM10,33.90096282958984,30.09.2012,autumn
3834,Дружба,PM10,30.52597045898438,01.10.2012,autumn
3835,Павлово,PM10,39.66559982299805,01.10.2012,autumn
3836,Надежда,PM10,33.634471893310554,01.10.2012,autumn
3837,Орлов мост,PM10,43.14337921142578,01.10.2012,autumn
3838,Хиподрума,PM10,40.20306015014648,01.10.2012,autumn
3839,Копитото,PM10,29.79598236083984,01.10.2012,autumn
3840,Дружба,PM10,33.19752883911133,02.10.2012,autumn
3841,Павлово,PM10,41.89006423950195,02.10.2012,autumn
3842,Надежда,PM10,31.6500358581543,02.10.2012,autumn
3843,Орлов мост,PM10,48.2273063659668,02.10.2012,autumn
3844,Хиподрума,PM10,50.9361686706543,02.10.2012,autumn
3845,Копитото,PM10,24.19634628295898,02.10.2012,autumn
3846,Дружба,PM10,57.15873718261719,03.10.2012,autumn
3847,Павлово,PM10,53.122337341308594,03.10.2012,autumn
3848,Надежда,PM10,33.935226440429695,03.10.2012,autumn
3849,Орлов мост,PM10,76.26779174804688,03.10.2012,autumn
3850,Хиподрума,PM10,58.99773025512695,03.10.2012,autumn
3851,Копитото,PM10,49.177894592285156,03.10.2012,autumn
3852,Дружба,PM10,26.680438995361328,04.10.2012,autumn
3853,Павлово,PM10,22.78443336486816,04.10.2012,autumn
3854,Надежда,PM10,20.5586986541748,04.10.2012,autumn
3855,Орлов мост,PM10,26.71441078186035,04.10.2012,autumn
3856,Хиподрума,PM10,24.5855541229248,04.10.2012,autumn
3857,Копитото,PM10,17.09243583679199,04.10.2012,autumn
3858,Дружба,PM10,26.19431304931641,05.10.2012,autumn
3859,Павлово,PM10,34.40286636352539,05.10.2012,autumn
3860,Надежда,PM10,23.13468933105469,05.10.2012,autumn
3861,Орлов мост,PM10,40.34928512573242,05.10.2012,autumn
3862,Хиподрума,PM10,34.582408905029304,05.10.2012,autumn
3863,Копитото,PM10,16.64151191711426,05.10.2012,autumn
3864,Дружба,PM10,34.116714477539055,06.10.2012,autumn
3865,Павлово,PM10,42.02481079101562,06.10.2012,autumn
3866,Надежда,PM10,35.137157440185554,06.10.2012,autumn
3867,Орлов мост,PM10,57.41869735717773,06.10.2012,autumn
3868,Хиподрума,PM10,47.91733932495117,06.10.2012,autumn
3869,Копитото,PM10,25.9053955078125,06.10.2012,autumn
3870,Дружба,PM10,34.615463256835945,07.10.2012,autumn
3871,Павлово,PM10,36.11512756347656,07.10.2012,autumn
3872,Надежда,PM10,30.49393272399902,07.10.2012,autumn
3873,Орлов мост,PM10,44.38251876831055,07.10.2012,autumn
3874,Хиподрума,PM10,43.56194305419922,07.10.2012,autumn
3875,Копитото,PM10,26.9854621887207,07.10.2012,autumn
3876,Дружба,PM10,18.8089771270752,08.10.2012,autumn
3877,Павлово,PM10,20.72329139709473,08.10.2012,autumn
3878,Надежда,PM10,18.30263900756836,08.10.2012,autumn
3879,Орлов мост,PM10,21.549541473388672,08.10.2012,autumn
3880,Хиподрума,PM10,23.6695556640625,08.10.2012,autumn
3881,Копитото,PM10,17.35152435302734,08.10.2012,autumn
3882,Дружба,PM10,23.14472198486328,09.10.2012,autumn
3883,Павлово,PM10,31.9648323059082,09.10.2012,autumn
3884,Надежда,PM10,23.09503746032715,09.10.2012,autumn
3885,Орлов мост,PM10,34.150341033935554,09.10.2012,autumn
3886,Хиподрума,PM10,31.84343528747559,09.10.2012,autumn
3887,Копитото,PM10,16.97932243347168,09.10.2012,autumn
3888,Дружба,PM10,36.7137451171875,10.10.2012,autumn
3889,Павлово,PM10,45.59566116333008,10.10.2012,autumn
3890,Надежда,PM10,34.631824493408196,10.10.2012,autumn
3891,Орлов мост,PM10,60.76065444946289,10.10.2012,autumn
3892,Хиподрума,PM10,51.33961868286133,10.10.2012,autumn
3893,Копитото,PM10,19.62337303161621,10.10.2012,autumn
3894,Дружба,PM10,38.37522888183594,11.10.2012,autumn
3895,Павлово,PM10,44.49626159667969,11.10.2012,autumn
3896,Надежда,PM10,30.17848777770996,11.10.2012,autumn
3897,Орлов мост,PM10,50.67916870117188,11.10.2012,autumn
3898,Хиподрума,PM10,47.41128921508789,11.10.2012,autumn
3899,Копитото,PM10,28.3482551574707,11.10.2012,autumn
3900,Дружба,PM10,43.34333419799805,12.10.2012,autumn
3901,Павлово,PM10,50.04981994628906,12.10.2012,autumn
3902,Надежда,PM10,43.23406982421875,12.10.2012,autumn
3903,Орлов мост,PM10,59.00230407714844,12.10.2012,autumn
3904,Хиподрума,PM10,52.78080749511719,12.10.2012,autumn
3905,Копитото,PM10,27.96764945983887,12.10.2012,autumn
3906,Дружба,PM10,40.696128845214844,13.10.2012,autumn
3907,Павлово,PM10,42.05995178222656,13.10.2012,autumn
3908,Надежда,PM10,28.3662223815918,13.10.2012,autumn
3909,Орлов мост,PM10,56.87120819091797,13.10.2012,autumn
3910,Хиподрума,PM10,61.29722213745117,13.10.2012,autumn
3911,Копитото,PM10,21.14934539794922,13.10.2012,autumn
3912,Дружба,PM10,21.09445762634277,14.10.2012,autumn
3913,Павлово,PM10,24.57198333740234,14.10.2012,autumn
3914,Надежда,PM10,19.2299919128418,14.10.2012,autumn
3915,Орлов мост,PM10,30.38928604125977,14.10.2012,autumn
3916,Хиподрума,PM10,33.00115966796875,14.10.2012,autumn
3917,Копитото,PM10,12.6331148147583,14.10.2012,autumn
3918,Дружба,PM10,20.30524826049805,15.10.2012,autumn
3919,Павлово,PM10,23.68151092529297,15.10.2012,autumn
3920,Надежда,PM10,20.00605392456055,15.10.2012,autumn
3921,Орлов мост,PM10,32.60219573974609,15.10.2012,autumn
3922,Хиподрума,PM10,23.43418884277344,15.10.2012,autumn
3923,Копитото,PM10,9.453231811523438,15.10.2012,autumn
3924,Дружба,PM10,19.419757843017578,16.10.2012,autumn
3925,Павлово,PM10,25.04576110839844,16.10.2012,autumn
3926,Надежда,PM10,18.93815422058105,16.10.2012,autumn
3927,Орлов мост,PM10,32.970714569091804,16.10.2012,autumn
3928,Хиподрума,PM10,24.99327850341797,16.10.2012,autumn
3929,Копитото,PM10,11.73667526245117,16.10.2012,autumn
3930,Дружба,PM10,15.167323112487788,17.10.2012,autumn
3931,Павлово,PM10,15.08970642089844,17.10.2012,autumn
3932,Надежда,PM10,17.69826507568359,17.10.2012,autumn
3933,Орлов мост,PM10,21.74299812316895,17.10.2012,autumn
3934,Хиподрума,PM10,15.03547668457031,17.10.2012,autumn
3935,Копитото,PM10,10.53120517730713,17.10.2012,autumn
3936,Дружба,PM10,31.73009300231934,18.10.2012,autumn
3937,Павлово,PM10,31.45180511474609,18.10.2012,autumn
3938,Надежда,PM10,32.767078399658196,18.10.2012,autumn
3939,Орлов мост,PM10,53.208030700683594,18.10.2012,autumn
3940,Хиподрума,PM10,39.31357192993164,18.10.2012,autumn
3941,Копитото,PM10,12.893590927124018,18.10.2012,autumn
3942,Дружба,PM10,38.07880401611328,19.10.2012,autumn
3943,Павлово,PM10,40.41088485717773,19.10.2012,autumn
3944,Надежда,PM10,34.46167373657227,19.10.2012,autumn
3945,Орлов мост,PM10,68.96424102783203,19.10.2012,autumn
3946,Хиподрума,PM10,50.88011932373047,19.10.2012,autumn
3947,Копитото,PM10,22.61513710021973,19.10.2012,autumn
3948,Дружба,PM10,38.58877563476562,20.10.2012,autumn
3949,Павлово,PM10,37.95261001586914,20.10.2012,autumn
3950,Надежда,PM10,30.42102241516113,20.10.2012,autumn
3951,Орлов мост,PM10,60.49227523803711,20.10.2012,autumn
3952,Хиподрума,PM10,44.494728088378906,20.10.2012,autumn
3953,Копитото,PM10,23.12326431274414,20.10.2012,autumn
3954,Дружба,PM10,25.92168998718262,21.10.2012,autumn
3955,Павлово,PM10,29.06120300292969,21.10.2012,autumn
3956,Надежда,PM10,20.6158275604248,21.10.2012,autumn
3957,Орлов мост,PM10,37.82060241699219,21.10.2012,autumn
3958,Хиподрума,PM10,30.444049835205078,21.10.2012,autumn
3959,Копитото,PM10,24.58356094360352,21.10.2012,autumn
3960,Дружба,PM10,30.43617820739746,22.10.2012,autumn
3961,Павлово,PM10,35.78909301757812,22.10.2012,autumn
3962,Надежда,PM10,26.28170967102051,22.10.2012,autumn
3963,Орлов мост,PM10,50.83466720581055,22.10.2012,autumn
3964,Хиподрума,PM10,36.60746383666992,22.10.2012,autumn
3965,Копитото,PM10,23.57551383972168,22.10.2012,autumn
3966,Дружба,PM10,39.35868835449219,23.10.2012,autumn
3967,Павлово,PM10,42.88570785522461,23.10.2012,autumn
3968,Надежда,PM10,34.19506454467773,23.10.2012,autumn
3969,Орлов мост,PM10,63.546348571777344,23.10.2012,autumn
3970,Хиподрума,PM10,44.55452346801758,23.10.2012,autumn
3971,Копитото,PM10,30.38582801818848,23.10.2012,autumn
3972,Дружба,PM10,50.87246704101562,24.10.2012,autumn
3973,Павлово,PM10,59.51207733154297,24.10.2012,autumn
3974,Надежда,PM10,43.6119384765625,24.10.2012,autumn
3975,Орлов мост,PM10,69.85384368896484,24.10.2012,autumn
3976,Хиподрума,PM10,55.64587783813477,24.10.2012,autumn
3977,Копитото,PM10,30.97988128662109,24.10.2012,autumn
3978,Дружба,PM10,60.5898323059082,25.10.2012,autumn
3979,Павлово,PM10,65.03473663330078,25.10.2012,autumn
3980,Надежда,PM10,53.18992233276367,25.10.2012,autumn
3981,Орлов мост,PM10,98.8489990234375,25.10.2012,autumn
3982,Хиподрума,PM10,72.44075012207031,25.10.2012,autumn
3983,Копитото,PM10,31.92227745056152,25.10.2012,autumn
3984,Дружба,PM10,48.96217346191406,26.10.2012,autumn
3985,Павлово,PM10,57.21246719360352,26.10.2012,autumn
3986,Надежда,PM10,54.61549758911133,26.10.2012,autumn
3987,Орлов мост,PM10,76.02300262451172,26.10.2012,autumn
3988,Хиподрума,PM10,70.92863464355469,26.10.2012,autumn
3989,Копитото,PM10,33.38681793212891,26.10.2012,autumn
3990,Дружба,PM10,38.78904342651367,27.10.2012,autumn
3991,Павлово,PM10,41.81017684936523,27.10.2012,autumn
3992,Надежда,PM10,39.08911514282227,27.10.2012,autumn
3993,Орлов мост,PM10,57.33854675292969,27.10.2012,autumn
3994,Хиподрума,PM10,53.95321273803711,27.10.2012,autumn
3995,Копитото,PM10,25.63804817199707,27.10.2012,autumn
3996,Дружба,PM10,30.3410587310791,28.10.2012,autumn
3997,Павлово,PM10,14.108469009399409,28.10.2012,autumn
3998,Надежда,PM10,12.220602035522461,28.10.2012,autumn
3999,Орлов мост,PM10,19.60858154296875,28.10.2012,autumn
4000,Хиподрума,PM10,16.69489669799805,28.10.2012,autumn
4001,Копитото,PM10,13.298768997192381,28.10.2012,autumn
